case_id,model_finding_id,initial_adjudicator_type,initial_codeql_relation,initial_matched_reference_ids,initial_relation_confidence,initial_relation_rationale,final_codeql_relation,final_matched_reference_ids,human_review_status,final_decision_source,reviewer_role,source_row_sha256
case-456a99e5375f1a6b0158,mf-25e1d02bf1ec2062b373,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,f6059d6a8c65632ef4e454ca1f78c98e3b7fc0912e31508a62ecaddeba3ce323
case-5049d6408b926501ef3e,mf-dc4954d1eb1974297928,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,8c9e7fa0e33ddb7c2e55f8bcbc03df6648e7cf4efa27e88324158b8cf0762a62
case-5049d6408b926501ef3e,mf-0ff9a273f4afff9c2c9c,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,2ae9ef0c05327bfac5fdb0072b4f5fa63ee3c1b2e74cf1e6482b7699f358f724
case-5049d6408b926501ef3e,mf-3196b332ad88737ce586,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,e8b2157e2d8370b04ccb41449c7ccbeeccd5a352b09fe2b1b1818ba588faf37f
case-5049d6408b926501ef3e,mf-a1e2c4a05a445ece64da,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,7c64c146961d6655724f68ed65ccf680d380f08290ec685f3c57f6f63787b9fe
case-60f7ca8a89bbb8cb0918,mf-8e4fadb48b7f06b03070,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,0141ca953793fd31aac7e7f0a6715fa3b599f8122da85d24e452a35e62a7fb8e
case-705a42a22ea1000106b3,mf-531a5ad17d302aea4f0b,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,5e499b46d7f241f1d21ed76c92d578f16fa00bfee8c58bd47f985d20c4f1b49d
case-705a42a22ea1000106b3,mf-0185a8b7a80088fefb0f,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,c6514e82081fcd3738ea5841917f4c977128c33005210a9ce2efbb0406830881
case-705a42a22ea1000106b3,mf-8c07d080fcbdec1d43c9,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,07d9b7bc0d22e8c41b19444fe7f26d9e1f54c2528c0c699abba672738bd38d2e
case-70e2ad7555f8d7f01060,mf-32f1da67ee4840c13231,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,f76cdcceaabebc014d731f1d3d4a18e7843365cfe4b016e96b9f78cd574cb329
case-72f34ef0f483fa5dc4a2,mf-c439c42426d53acd5554,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,33758ae36ed397717bec382d2430da3e89bb82cfb08e6d2076307885aa2296ab
case-72f34ef0f483fa5dc4a2,mf-7c951dfb9a9153ce38e2,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,a977632287bdcec2aab7ea1a3e66dc054a0073ec66f80a919ffcb883a05b807f
case-72f34ef0f483fa5dc4a2,mf-50b8ede407331b77e188,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,e990fd610b0adf589867d9909de8c9c28e19fecf70b3dbbdae612f533ce00781
case-72f34ef0f483fa5dc4a2,mf-16005ca736b240fbe252,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,601bb0849126d4f0beb3688a0093076e56d06c66efc1ed657cac6a3d6bba10dc
case-72f34ef0f483fa5dc4a2,mf-ec283b5d77dffd93c54a,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,33a8adcef688dbd4f8b09d81be512c7b7ca7673f5b575b48ddf88d16d999c05f
case-72f34ef0f483fa5dc4a2,mf-cc4dca0b8ea26c398f28,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,732e1129d37bf235126d9bbae81ae1a132f02e43b31d4fed8e0df88da820c33f
case-72f34ef0f483fa5dc4a2,mf-17fad82d710bc4efa01e,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,d095f497bc107acac9d0b1a3334b8b84670b8a54aa59625b52a8b3041994bd45
case-751c059c3e55e626a5f2,mf-d96719c757251a7ecd5f,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,f27b6289d7e00ebc11322bf3f2c75f254886bf0e48039993c279c7219a4cd556
case-79b3ba24aed8629cb6fa,mf-5fa1960d986713ec374c,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,5d47ddaf27f98eaa21c7c64223c38eac8b3fa4aaeb65180796b4470e9da51171
case-79b3ba24aed8629cb6fa,mf-2c66c4ec3f2df79a72f3,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,56b8500a05fbf2e2023801f873f8dbd0ec26a4f7b635c6cf06e56e4b8f5604a2
case-7c6f0f53534b13a179ae,mf-714bd37ffe785124c98a,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,a9c48407aeaf7cd0467a31028f76ff17607dbe21eb902f8f7251c62478ad5d4e
case-7c6f0f53534b13a179ae,mf-b750025d2fac450689b2,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,fd0ed87393017018955020e9bbf46d4e6fea1993afde821a4e2b299a8a59125e
case-7c6f0f53534b13a179ae,mf-9e0e62df63edd9cfd88a,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,40a4bb323a7ed8d523215037b46b5a742a61c6dff589b257b5cdf1d87b92ca06
case-7c6f0f53534b13a179ae,mf-59ce0afe97961d3a4068,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,d19feb1c3f4da6a60e26e0caf2293ff6c170a8c61ebe1bf27324bd03151e7edf
case-7f788149a3a2219a99e4,mf-047f0555a8096ee3850c,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,c8416c4378c7c6bf123b168538a51856b19957e182160ed6da69081c03939762
case-7f788149a3a2219a99e4,mf-edf4e2d85652ce3c7ce8,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,c496b527d3841fccc465239b8e44aeb57f4c572909babbdb5ea88d88534f2b79
case-7f788149a3a2219a99e4,mf-da0c1482946f8222b81e,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,0a7ba59650ae2be497df4b2db6b9970833de8c1110c9fb57865f39667643d5bb
case-7f788149a3a2219a99e4,mf-d13126d766d82e7fc087,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,0a5caa6eb50538e9496af68ab168e7ae29b22188b66205c169ed0dd8c0e1f4b8
case-7f788149a3a2219a99e4,mf-557da5a868a52daaaaea,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,0c9bad8d984297fe0925f574da7341a4fa760b2bc372a6624bbeaf279102dd1e
case-7f788149a3a2219a99e4,mf-bc8d61f4932729ecba13,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,5f748482d2ee3aa2f60181a1925ccd71311a1dfd3081222fc2e78683a6daf0e2
case-8021d18f5efd78f0cc50,mf-0dfd9a6e458799fad5d7,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,3edd2d0d8df6849a30f973d1a54f875ed454588f1ece9abb910605074059e1d1
case-8021d18f5efd78f0cc50,mf-4e51f253fde11e5e8ce2,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,204a096015cd05cebcb02404c40e91e80ebe86d097fe52b9e85e8268f983c15c
case-8021d18f5efd78f0cc50,mf-fae4644f083a4b1fea17,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,10ea88ed5dbd8a3c6904bd7dd3131cab3220126e5ae069984a81bfa0341c087b
case-8154f4ee5fa099eb0976,mf-3693cdaece5fe373dddd,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,15508a3153249550c1450e2c536156105c3055fb45e3fc88e67416c9fc852157
case-8154f4ee5fa099eb0976,mf-99f44828efbef1c4e6e2,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,248bc05a2b3534f7ddb3ebbbde87e71bcc4ed529a5c231334addd44fbed608a1
case-8154f4ee5fa099eb0976,mf-2fee843d3d44b5c4dfb2,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,ecdfabc5ff2d9cfac21d0aeccacc00bd5335c68dffa51bc8b96f3610c7fdccd2
case-8154f4ee5fa099eb0976,mf-1867cdedb411fb599fe7,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,3d49d7de7665bd330b72177190924592563b217833cecc1e7c1edb4178a35612
case-8154f4ee5fa099eb0976,mf-2d99c729ecf9349af376,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,80b5671e53c106f5032f189d00b324615b48da1b219ca87e3f5b5d5d42590a0e
case-880de7042f7b15901f54,mf-f5abbaaf9c239399540f,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,27cd4494f369198ec9471d20e1ee87d9a9ee5f8a8f725db60d71e6face8e8171
case-989968fe00597e97988b,mf-e3a269399aae152c6c78,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,e250d3d321055d2afee532e27a90cc5bef074bd7738e061d3fc78674818027cf
case-a08180d0d3a6396032fb,mf-53ee4ff66f126a0f82f8,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,5379c0d42642902e1878e272df8b7a43fd13c033d2f26eae583b074c6409e949
case-a08180d0d3a6396032fb,mf-2a5e168a33315c3147c0,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,1ea4823c0ba16282ef19917483b5a30091fa26406d839330680d178f3e73e942
case-aa2cbfc9848aab44dd69,mf-979adb3bc88cb24813f8,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,4f453e29ca1ba40709e754e3092e43c7bb0fe4e20cbbe2feee0e4989d30bfe0d
case-aa2cbfc9848aab44dd69,mf-9fe37c47e67c9bc59027,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,aabce8739a14cee34e64bb8dcdd6ae3d5a82d5357f370b8ac0243abcd1d0f3e4
case-aa2cbfc9848aab44dd69,mf-9783a670047614a010b7,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,bbc2a90ea1ddd0045cddf3554017de7c6d7306145cfebd769e0a444c029a3dbe
case-b3c04defeaeb2dfc8df4,mf-dd20cd1f14efba6d1745,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,9e34dd7ff46070f8eb1a4a97ff30a6dbf7e717bfd417156d4b110e4e281e5450
case-b3c04defeaeb2dfc8df4,mf-50066e83c0dafa52285c,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,40c80e064fd924106fd24332361024b7e98294943a3881851934d1945d13ea8a
case-b3c04defeaeb2dfc8df4,mf-dad7752325c1e7dab892,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,86da063b60f36ff4f33f6f8e2d90ef9247cc0439a376315eb9ff0def55344b4f
case-b3c04defeaeb2dfc8df4,mf-34f945b17f6ee3dd59dc,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,a46d4eca858378a99b4e23b8f4ce17718dc8332a77c78757bd90eb08c4e4f22b
case-b3c04defeaeb2dfc8df4,mf-3aa8cc7f6ecdb96f59e9,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,f30e9e26ab624bb79f271453a25d3d989237f2eff89f03eb62f0c0ce151f6211
case-b3c04defeaeb2dfc8df4,mf-fcfb1c991b7c65d85e88,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,d4623f4c3aaca2029656cdcc1b27cb0558d36de290faa47eb7f5e0a3793c861f
case-b3c04defeaeb2dfc8df4,mf-1fb842378cf785ab1008,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,348dcc189295b438852325857a41d258fe52a4e065b8185f2689c62d7561b086
case-c1987dda9a6823c29fea,mf-3031a0f84aa94686e61a,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,3718b96ead06481a50180d6b432a187e20aaf7cccad01d5b8ac13bd2edcdb13f
case-c1987dda9a6823c29fea,mf-472ee5c1ab66a8861050,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,251d40c00ca8e78b065320c404a7a2501a9cb8b83d99f94758591f6d2003d658
case-c1987dda9a6823c29fea,mf-6e0e928ef0cc7b376605,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,561ce5ac4eb59969bb8209164f167d6ed44dcf5f7726198e763a65ea7dd53622
case-ce25e18c3e1b45613955,mf-d9c648ee6608e228fb30,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,6352a64d95449cdeeb59ffed6cfcb5cd8a960ce913b7123bc2731fc59f55bd56
case-ce25e18c3e1b45613955,mf-e525111881b5ae918370,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,f66e9f4655891eadba7d0eb49617caf75d3635a0151e8d25ef682f59deb8f3bc
case-ce25e18c3e1b45613955,mf-540aa795c2653e49a0e4,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,f504732f469a5ef0511061eceab4bedd837e7af62fdb1f8a17afae2e000d9472
case-d76dbaa9ee6c731f26bb,mf-543ff6484a2d14f63d72,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,7b81a108c69296e034a775bc30825603a707d1c91c0ba1ea67c207b6c85ea602
case-d76dbaa9ee6c731f26bb,mf-43c7163cc72254ee2b7f,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,18c1d823b9d2c96eb2f9f1ebdda749b2f959cfc7231b64e9243e9ce289535a03
case-d76dbaa9ee6c731f26bb,mf-5f39035f346390477442,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,c688986c8303f36969a0be06bf04323bcbfb4e9c0901fa74e9830aee6c75a5f1
case-d76dbaa9ee6c731f26bb,mf-f244cea2d4587d0d3fe6,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,54d20212b377601f6fbbffd0bb9e7822224b9c11acf4c99336ecd8123cc5cea4
case-d76dbaa9ee6c731f26bb,mf-aa8cbc424c4d15ed78c2,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,e3435e254c4162e1b1beb6e4a6c1879ee31a2b32df71089d65c688776b561e13
case-db4252297ba545d8268f,mf-e417c73f1719a286732b,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,49088ce180f5eefbc3b5084d671d3897a58848fdcf36b33d2769854b59a10548
case-db4252297ba545d8268f,mf-77047f20d53adaa0819b,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,be8a4e6c219f30a66303b281f09b7faf58f6dbe8ee9cbc02bb55f080af686c24
case-db4252297ba545d8268f,mf-794f49ff0083598811f0,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,ef8870cb2b86c1c643ba9ff4f4f022d6cb9340e67d1350e6093497d28cb9ded9
case-db4252297ba545d8268f,mf-e247554b65c95bdfb024,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,ab4433a87fd1e3dd91f9b07cd097c62b1004f4f0e78c52c9905c63d100d99762
case-db4252297ba545d8268f,mf-9f3b897fa692ed0a84a9,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,8b9cbc036a1d82997391a6b197aab10da3e69e0bd42b0638bda64cece7063d64
case-e303faa725537be11450,mf-3793736c7cadef461cdb,LLM_assistant,no_match,,high,"Semantic packet review found no preserved CodeQL reference describing the same root defect. Similar files, categories, or nearby lines were not treated as recovery; available rules were py/clear-text-logging-sensitive-data.",no_match,,author_confirmed,author_manual_review,author,1b21c84e9df3d9df74772778d2aec68590893e8809af88d992b4b320061122c4
case-e303faa725537be11450,mf-a0abe1e92eea2f55428e,LLM_assistant,no_match,,high,"Semantic packet review found no preserved CodeQL reference describing the same root defect. Similar files, categories, or nearby lines were not treated as recovery; available rules were py/clear-text-logging-sensitive-data.",no_match,,author_confirmed,author_manual_review,author,4e9e22af1bbda7a0b1622c4ce674d3df47c68ab2ff8a273430cb949c9e5e95b0
case-e3f9933438baa76e6439,mf-1f1dad226611f10464a4,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,13a54d7994858dbaa07a4f0e1c9f750d1a48e21974cd88e6ee0df221d362b3fb
case-e3f9933438baa76e6439,mf-cd78aa4fca48efda5c17,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,e611eaf73c96a7c7fcb68fe7edcb6915a887b6a465ac2199ea9c3ea58f2704dd
case-e3f9933438baa76e6439,mf-a1c2e8c374a5d6ad1197,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,bf87b244552f426ff22c1d93da1fae687cec3f2f5a7fab125d80cbc25bfdbcff
case-e3f9933438baa76e6439,mf-f74e13ea7f8e8b7d67ad,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,873aa0cf3213f493afdb0e39add200bdbc35682137a75d8a975d6628740effaf
case-e81abc2d4c6f476893c2,mf-4e84b843a3ff94801e30,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,48f1051395f3c4198d1e018a1f8ba097b0d324fe147b150e92433c910c18faca
case-ee699d86c0aab7ef23c9,mf-40bd3ba89b570119dacc,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,622941c4d8c017f8cb7986c78731f0c23e919ff240015a17bb030caf0afc94c5
case-ee699d86c0aab7ef23c9,mf-d1b12c83901c342a1229,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,55fe51e2611d0de77892c533835058169ea48f0ca088610831edfe55b92383bb
case-ee699d86c0aab7ef23c9,mf-7f839306ff1135362eef,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,17a5975067b408b672e3ae273013ebaa577a4dfbd4c0b606e27d26c43ca20f32
case-ee699d86c0aab7ef23c9,mf-24fc44b8a10d2861a5dc,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,6cdbd0672a2fbdb592bd0d5e562ea0ebc3b4417d6a31cc45d76956e13401d2a0
case-ee699d86c0aab7ef23c9,mf-50022fd5ce84ec2d68a0,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,e0aabd4e64795a682b9b2c8fa273247b144c1849010e43af5bbe1fac5a52e7bd
case-ee699d86c0aab7ef23c9,mf-b419ebc9b95ce034f2aa,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,e6ccbbe81cbef6c435aeb73f8470d21f031894d8b15e74c6b9247d63e5937b81
