case_id,group,repo_name,pr_number,language,task_type,reference_id,alert_id,rule_id,rule_name,quality_category,semantic_recovered,analysis_tier,rq1_mechanism_category,rq1_mechanism_label,mechanism_subcategory,root_cause_cluster_id,mapping_source,mapping_status,mapping_confidence,mapping_rationale
case-7752a6d9d5c913b909f9,human,different-ai/note-companion,394,TypeScript,feat,sf-31691eb9d307bd01136f,qalert-bad2b6e61c67207469a6807a,js/unused-local-variable,"Unused variable, import, function or class",maintainability,1,extended_additional_73,incomplete_change_coordination,Incomplete change coordination,,,explicit_author_confirmed_codebook_transfer,author_confirmed_transferred_codebook,high,"The PR introduced or retained an import, binding, or computed value without an active consumer. Under the frozen codebook boundary, a merely unused element is incomplete change coordination unless duplication is the central mechanism."
case-7752a6d9d5c913b909f9,human,different-ai/note-companion,394,TypeScript,feat,sf-807473e2ea683c060958,qalert-ae4ffa4c5b260b051b0a8bd5,js/unused-local-variable,"Unused variable, import, function or class",maintainability,1,extended_additional_73,incomplete_change_coordination,Incomplete change coordination,,,explicit_author_confirmed_codebook_transfer,author_confirmed_transferred_codebook,high,"The PR introduced or retained an import, binding, or computed value without an active consumer. Under the frozen codebook boundary, a merely unused element is incomplete change coordination unless duplication is the central mechanism."
case-7752a6d9d5c913b909f9,human,different-ai/note-companion,394,TypeScript,feat,sf-ab9efb5c8d96da9af18f,qalert-5299e439604fe14161f0dce0,js/unused-local-variable,"Unused variable, import, function or class",maintainability,1,extended_additional_73,incomplete_change_coordination,Incomplete change coordination,,,explicit_author_confirmed_codebook_transfer,author_confirmed_transferred_codebook,high,"The PR introduced or retained an import, binding, or computed value without an active consumer. Under the frozen codebook boundary, a merely unused element is incomplete change coordination unless duplication is the central mechanism."
case-7752a6d9d5c913b909f9,human,different-ai/note-companion,394,TypeScript,feat,sf-bd6442315094600d281c,qalert-3c82799abe4021661bee192f,js/trivial-conditional,Useless conditional,correctness_reliability,0,strict_primary_114,control_state_or_dataflow_miscomposition,"Control-, state-, or data-flow miscomposition",invalid_or_trivial_control_path,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,"The introduced return or branch structure creates an implicit return, unreachable statement, or trivial condition."
case-7752a6d9d5c913b909f9,human,different-ai/note-companion,394,TypeScript,feat,sf-e01165365bd8631dab4a,qalert-d594d13228fc99f570a934b9,js/unused-local-variable,"Unused variable, import, function or class",maintainability,0,extended_additional_73,incomplete_change_coordination,Incomplete change coordination,,,explicit_author_confirmed_codebook_transfer,author_confirmed_transferred_codebook,high,"The PR introduced or retained an import, binding, or computed value without an active consumer. Under the frozen codebook boundary, a merely unused element is incomplete change coordination unless duplication is the central mechanism."
case-7752a6d9d5c913b909f9,human,different-ai/note-companion,394,TypeScript,feat,sf-ea2190d5e89abdfe0013,qalert-11d6205a42cd0e51f5bd8202,js/unused-local-variable,"Unused variable, import, function or class",maintainability,1,extended_additional_73,incomplete_change_coordination,Incomplete change coordination,,,explicit_author_confirmed_codebook_transfer,author_confirmed_transferred_codebook,high,"The PR introduced or retained an import, binding, or computed value without an active consumer. Under the frozen codebook boundary, a merely unused element is incomplete change coordination unless duplication is the central mechanism."
case-781243d89e391c3fb5dd,human,OpenPipe/ART,51,Python,feat,sf-44a4c4e9cca327261702,qalert-77da31464845d565da1e7b9e,py/unsafe-cyclic-import,Module-level cyclic import,correctness_reliability,0,strict_primary_114,dependency_error_or_resource_mismanagement,"Dependency, error, or resource mismanagement",dependency_cycle_or_duplicate_path,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,The introduced or redirected import edges create a cycle or an unsafe module-initialization order.
case-781243d89e391c3fb5dd,human,OpenPipe/ART,51,Python,feat,sf-a7dcf851d93ab379dc86,qalert-d71dfab25025a88c862615d6,py/unused-import,Unused import,maintainability,0,extended_additional_73,incomplete_change_coordination,Incomplete change coordination,,,explicit_author_confirmed_codebook_transfer,author_confirmed_transferred_codebook,high,"The PR introduced or retained an import, binding, or computed value without an active consumer. Under the frozen codebook boundary, a merely unused element is incomplete change coordination unless duplication is the central mechanism."
case-7e619218951594d5155d,human,crewAIInc/crewAI,2042,Python,refactor,sf-4243ee55afb45da0a78d,qalert-44c2da863e13f4c1d37e21da,py/unused-import,Unused import,maintainability,0,extended_additional_73,incomplete_change_coordination,Incomplete change coordination,,,explicit_author_confirmed_codebook_transfer,author_confirmed_transferred_codebook,high,"The PR introduced or retained an import, binding, or computed value without an active consumer. Under the frozen codebook boundary, a merely unused element is incomplete change coordination unless duplication is the central mechanism."
case-7e619218951594d5155d,human,crewAIInc/crewAI,2042,Python,refactor,sf-4d185bf6fb706ae6f9dc,qalert-0fff28f6c30612017fc302ad,py/unused-import,Unused import,maintainability,0,extended_additional_73,incomplete_change_coordination,Incomplete change coordination,,,explicit_author_confirmed_codebook_transfer,author_confirmed_transferred_codebook,high,"The PR introduced or retained an import, binding, or computed value without an active consumer. Under the frozen codebook boundary, a merely unused element is incomplete change coordination unless duplication is the central mechanism."
case-7e619218951594d5155d,human,crewAIInc/crewAI,2042,Python,refactor,sf-9d17233fc137b1a1c35a,qalert-56be4836969a3357c254b1a8,py/unused-import,Unused import,maintainability,0,extended_additional_73,incomplete_change_coordination,Incomplete change coordination,,,explicit_author_confirmed_codebook_transfer,author_confirmed_transferred_codebook,high,"The PR introduced or retained an import, binding, or computed value without an active consumer. Under the frozen codebook boundary, a merely unused element is incomplete change coordination unless duplication is the central mechanism."
case-83c0f8f7a5df2722fc6c,human,prebid/Prebid.js,12666,JavaScript,feat,sf-0bd810d22d4df04be269,qalert-839609e7b39edcc33e653a0d,js/automatic-semicolon-insertion,Semicolon insertion,maintainability,0,strict_primary_114,redundant_or_locally_inconsistent_construction,Redundant or locally inconsistent construction,local_syntax_style_or_annotation_inconsistency,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,The added statement relies on automatic semicolon insertion despite the explicit-semicolon convention in its local context.
case-83c0f8f7a5df2722fc6c,human,prebid/Prebid.js,12666,JavaScript,feat,sf-aba8c3bcdcfaac24ea8f,qalert-1928952b3ed5d0302bd46bd6,js/automatic-semicolon-insertion,Semicolon insertion,maintainability,0,strict_primary_114,redundant_or_locally_inconsistent_construction,Redundant or locally inconsistent construction,local_syntax_style_or_annotation_inconsistency,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,The added statement relies on automatic semicolon insertion despite the explicit-semicolon convention in its local context.
case-8759efacbf1ad8eda644,human,onlook-dev/onlook,2231,TypeScript,feat,sf-0804279b0733f4ed8906,qalert-0631026b014c254a6cbbe262,js/comparison-between-incompatible-types,Comparison between inconvertible types,correctness_reliability,0,strict_primary_114,control_state_or_dataflow_miscomposition,"Control-, state-, or data-flow miscomposition",invalid_expression_or_value_composition,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,The new comparison combines values whose inferred types cannot satisfy the tested relation.
case-8759efacbf1ad8eda644,human,onlook-dev/onlook,2231,TypeScript,feat,sf-0e1b7bfc8df2b15b43de,qalert-c670601f74abdfed97276dbc,js/automatic-semicolon-insertion,Semicolon insertion,maintainability,0,strict_primary_114,redundant_or_locally_inconsistent_construction,Redundant or locally inconsistent construction,local_syntax_style_or_annotation_inconsistency,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,The added statement relies on automatic semicolon insertion despite the explicit-semicolon convention in its local context.
case-8759efacbf1ad8eda644,human,onlook-dev/onlook,2231,TypeScript,feat,sf-18403391cd1d77815e51,qalert-cf3ce176ed30cdde0c2bee7b,js/redundant-operation,Identical operands,correctness_reliability,1,strict_primary_114,redundant_or_locally_inconsistent_construction,Redundant or locally inconsistent construction,duplicate_or_redundant_operation,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,"The changed code introduces duplicate import forms, identical operands, or an unnecessary guard around an operation that already accepts the guarded value."
case-8759efacbf1ad8eda644,human,onlook-dev/onlook,2231,TypeScript,feat,sf-308d2ac069b9e853ac0c,qalert-5fdd44d515ef7a6d455a9e64,js/unused-local-variable,"Unused variable, import, function or class",maintainability,0,extended_additional_73,incomplete_change_coordination,Incomplete change coordination,,,explicit_author_confirmed_codebook_transfer,author_confirmed_transferred_codebook,high,"The PR introduced or retained an import, binding, or computed value without an active consumer. Under the frozen codebook boundary, a merely unused element is incomplete change coordination unless duplication is the central mechanism."
case-8759efacbf1ad8eda644,human,onlook-dev/onlook,2231,TypeScript,feat,sf-364ba7b8f7bcd4ec5074,qalert-e5b4a3733c27fff08f0e4b82,js/unused-local-variable,"Unused variable, import, function or class",maintainability,0,extended_additional_73,incomplete_change_coordination,Incomplete change coordination,,,explicit_author_confirmed_codebook_transfer,author_confirmed_transferred_codebook,high,"The PR introduced or retained an import, binding, or computed value without an active consumer. Under the frozen codebook boundary, a merely unused element is incomplete change coordination unless duplication is the central mechanism."
case-8759efacbf1ad8eda644,human,onlook-dev/onlook,2231,TypeScript,feat,sf-4247e6db2953942d4e06,qalert-8afe6fc9e0a2d5d2c5355b1b,js/unused-local-variable,"Unused variable, import, function or class",maintainability,0,extended_additional_73,incomplete_change_coordination,Incomplete change coordination,,,explicit_author_confirmed_codebook_transfer,author_confirmed_transferred_codebook,high,"The PR introduced or retained an import, binding, or computed value without an active consumer. Under the frozen codebook boundary, a merely unused element is incomplete change coordination unless duplication is the central mechanism."
case-8759efacbf1ad8eda644,human,onlook-dev/onlook,2231,TypeScript,feat,sf-700db2d8573af4374c5d,qalert-f673f06d1d820a3151d30fb6,js/unused-local-variable,"Unused variable, import, function or class",maintainability,0,extended_additional_73,incomplete_change_coordination,Incomplete change coordination,,,explicit_author_confirmed_codebook_transfer,author_confirmed_transferred_codebook,high,"The PR introduced or retained an import, binding, or computed value without an active consumer. Under the frozen codebook boundary, a merely unused element is incomplete change coordination unless duplication is the central mechanism."
case-8759efacbf1ad8eda644,human,onlook-dev/onlook,2231,TypeScript,feat,sf-78421aafb42ce6fee552,qalert-2b6494ab10175c55e4ef6555,js/unused-local-variable,"Unused variable, import, function or class",maintainability,0,extended_additional_73,incomplete_change_coordination,Incomplete change coordination,,,explicit_author_confirmed_codebook_transfer,author_confirmed_transferred_codebook,high,"The PR introduced or retained an import, binding, or computed value without an active consumer. Under the frozen codebook boundary, a merely unused element is incomplete change coordination unless duplication is the central mechanism."
case-8759efacbf1ad8eda644,human,onlook-dev/onlook,2231,TypeScript,feat,sf-7f2f46f0c76392d1b5c3,qalert-27040a5173de91e3bd81789e,js/unused-local-variable,"Unused variable, import, function or class",maintainability,0,extended_additional_73,incomplete_change_coordination,Incomplete change coordination,,,explicit_author_confirmed_codebook_transfer,author_confirmed_transferred_codebook,high,"The PR introduced or retained an import, binding, or computed value without an active consumer. Under the frozen codebook boundary, a merely unused element is incomplete change coordination unless duplication is the central mechanism."
case-8759efacbf1ad8eda644,human,onlook-dev/onlook,2231,TypeScript,feat,sf-8cffd89d7bca7928849c,qalert-2588e944ced3310165d94f6d,js/unused-local-variable,"Unused variable, import, function or class",maintainability,0,extended_additional_73,incomplete_change_coordination,Incomplete change coordination,,,explicit_author_confirmed_codebook_transfer,author_confirmed_transferred_codebook,high,"The PR introduced or retained an import, binding, or computed value without an active consumer. Under the frozen codebook boundary, a merely unused element is incomplete change coordination unless duplication is the central mechanism."
case-8759efacbf1ad8eda644,human,onlook-dev/onlook,2231,TypeScript,feat,sf-a143d0d95718850d6ea4,qalert-9c415a8477d025347cf74a2b,js/unused-local-variable,"Unused variable, import, function or class",maintainability,0,extended_additional_73,incomplete_change_coordination,Incomplete change coordination,,,explicit_author_confirmed_codebook_transfer,author_confirmed_transferred_codebook,high,"The PR introduced or retained an import, binding, or computed value without an active consumer. Under the frozen codebook boundary, a merely unused element is incomplete change coordination unless duplication is the central mechanism."
case-8759efacbf1ad8eda644,human,onlook-dev/onlook,2231,TypeScript,feat,sf-b0f9ec1f679244dfba5b,qalert-82b4a63010920091f05c9589,js/unused-local-variable,"Unused variable, import, function or class",maintainability,0,extended_additional_73,incomplete_change_coordination,Incomplete change coordination,,,explicit_author_confirmed_codebook_transfer,author_confirmed_transferred_codebook,high,"The PR introduced or retained an import, binding, or computed value without an active consumer. Under the frozen codebook boundary, a merely unused element is incomplete change coordination unless duplication is the central mechanism."
case-8759efacbf1ad8eda644,human,onlook-dev/onlook,2231,TypeScript,feat,sf-c6bc44d55cfd14197b64,qalert-c2fa4d28b4c0928a391dc1d9,js/unused-local-variable,"Unused variable, import, function or class",maintainability,0,extended_additional_73,incomplete_change_coordination,Incomplete change coordination,,,explicit_author_confirmed_codebook_transfer,author_confirmed_transferred_codebook,high,"The PR introduced or retained an import, binding, or computed value without an active consumer. Under the frozen codebook boundary, a merely unused element is incomplete change coordination unless duplication is the central mechanism."
case-8759efacbf1ad8eda644,human,onlook-dev/onlook,2231,TypeScript,feat,sf-ddfaa0d5c981fb14731d,qalert-e4a57fc5576dadb3b7b2d083,js/unused-local-variable,"Unused variable, import, function or class",maintainability,0,extended_additional_73,incomplete_change_coordination,Incomplete change coordination,,,explicit_author_confirmed_codebook_transfer,author_confirmed_transferred_codebook,high,"The PR introduced or retained an import, binding, or computed value without an active consumer. Under the frozen codebook boundary, a merely unused element is incomplete change coordination unless duplication is the central mechanism."
case-925775ad39947c2066a7,human,blorm-network/ZerePy,62,Python,feat,sf-7dcd6d87ef4cd5464e10,qalert-a7ca49d81e396a26e07d7977,py/catch-base-exception,Except block handles 'BaseException',correctness_reliability,1,strict_primary_114,dependency_error_or_resource_mismanagement,"Dependency, error, or resource mismanagement",missing_or_overbroad_failure_handling,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,The added handler catches BaseException or discards exceptions without meaningful handling.
case-9d5b1f099bc198089f82,human,AgentOps-AI/agentops,915,Python,feat,sf-176373ca192041673d68,qalert-16e556724c8074034a03ff59,py/empty-except,Empty except,correctness_reliability,0,strict_primary_114,dependency_error_or_resource_mismanagement,"Dependency, error, or resource mismanagement",missing_or_overbroad_failure_handling,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,The added handler catches BaseException or discards exceptions without meaningful handling.
case-9d5b1f099bc198089f82,human,AgentOps-AI/agentops,915,Python,feat,sf-4d544a7a1a8974e7669d,qalert-a37815672e1a1421d3cf33ca,py/catch-base-exception,Except block handles 'BaseException',correctness_reliability,0,strict_primary_114,dependency_error_or_resource_mismanagement,"Dependency, error, or resource mismanagement",missing_or_overbroad_failure_handling,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,The added handler catches BaseException or discards exceptions without meaningful handling.
case-9d5b1f099bc198089f82,human,AgentOps-AI/agentops,915,Python,feat,sf-84f6788381622f3d7c51,qalert-bdfcde7b36a57d597d51fd00,py/empty-except,Empty except,correctness_reliability,1,strict_primary_114,dependency_error_or_resource_mismanagement,"Dependency, error, or resource mismanagement",missing_or_overbroad_failure_handling,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,The added handler catches BaseException or discards exceptions without meaningful handling.
case-9d5b1f099bc198089f82,human,AgentOps-AI/agentops,915,Python,feat,sf-90ec87146f1e2e0fc802,qalert-cc07a671686f5e6dea8bd84a,py/empty-except,Empty except,correctness_reliability,0,strict_primary_114,dependency_error_or_resource_mismanagement,"Dependency, error, or resource mismanagement",missing_or_overbroad_failure_handling,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,The added handler catches BaseException or discards exceptions without meaningful handling.
case-9d5b1f099bc198089f82,human,AgentOps-AI/agentops,915,Python,feat,sf-c4fb4000d7957dc753f1,qalert-776b628189d368a613c10a6b,py/empty-except,Empty except,correctness_reliability,0,strict_primary_114,dependency_error_or_resource_mismanagement,"Dependency, error, or resource mismanagement",missing_or_overbroad_failure_handling,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,The added handler catches BaseException or discards exceptions without meaningful handling.
case-9d5b1f099bc198089f82,human,AgentOps-AI/agentops,915,Python,feat,sf-d4a96d8c6ce52ae7683d,qalert-78dd9013aced73e3e6c2178d,py/catch-base-exception,Except block handles 'BaseException',correctness_reliability,0,strict_primary_114,dependency_error_or_resource_mismanagement,"Dependency, error, or resource mismanagement",missing_or_overbroad_failure_handling,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,The added handler catches BaseException or discards exceptions without meaningful handling.
case-9d5b1f099bc198089f82,human,AgentOps-AI/agentops,915,Python,feat,sf-fc27f14024bdf38c1aa9,qalert-8f78be5477bbf3e269a658dd,py/empty-except,Empty except,correctness_reliability,0,strict_primary_114,dependency_error_or_resource_mismanagement,"Dependency, error, or resource mismanagement",missing_or_overbroad_failure_handling,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,The added handler catches BaseException or discards exceptions without meaningful handling.
case-a8f8a3338967bf8c953b,human,MaiM-with-u/MaiBot,401,Python,feat,sf-970bf9e61a45dfd9b7be,qalert-2b725101a9f7c6d641b25034,py/commented-out-code,Commented-out code,maintainability,1,strict_primary_114,redundant_or_locally_inconsistent_construction,Redundant or locally inconsistent construction,local_syntax_style_or_annotation_inconsistency,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,The PR retains executable code as a comment rather than removing it or representing the behavior in active code.
case-abeeda63ad07c7938f14,human,prebid/Prebid.js,12705,JavaScript,fix,sf-e51612da2d0b40bfbdf1,qalert-21756ef4411986323a739f5c,js/automatic-semicolon-insertion,Semicolon insertion,maintainability,0,strict_primary_114,redundant_or_locally_inconsistent_construction,Redundant or locally inconsistent construction,local_syntax_style_or_annotation_inconsistency,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,The added statement relies on automatic semicolon insertion despite the explicit-semicolon convention in its local context.
case-b46393c556b0e1ab8e03,human,crewAIInc/crewAI,1986,Python,fix,sf-f4b87413f7315955ff06,qalert-d4b0d08c061e134ea007c25c,py/import-and-import-from,Module is imported with 'import' and 'import from',maintainability,0,strict_primary_114,redundant_or_locally_inconsistent_construction,Redundant or locally inconsistent construction,duplicate_or_redundant_operation,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,"The changed code introduces duplicate import forms, identical operands, or an unnecessary guard around an operation that already accepts the guarded value."
case-b8af4d9b4865f25701f6,human,Netflix/metaflow,2207,Python,feat,sf-47c712411f134f1a67d1,qalert-c27825f99c4ef43c449b9bfb,py/unused-import,Unused import,maintainability,0,extended_additional_73,incomplete_change_coordination,Incomplete change coordination,,,explicit_author_confirmed_codebook_transfer,author_confirmed_transferred_codebook,high,"The PR introduced or retained an import, binding, or computed value without an active consumer. Under the frozen codebook boundary, a merely unused element is incomplete change coordination unless duplication is the central mechanism."
case-bb513ea234bdfc13c5a1,human,microsoft/etl2pcapng,79,C,feat,sf-ca53de1a5de36c1eb9cb,qalert-987ae6befa532bfec2b2c8ea,cpp/guarded-free,Guarded Free,maintainability,0,strict_primary_114,redundant_or_locally_inconsistent_construction,Redundant or locally inconsistent construction,duplicate_or_redundant_operation,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,"The changed code introduces duplicate import forms, identical operands, or an unnecessary guard around an operation that already accepts the guarded value."
case-c4f7afe4573a5fc51cc1,human,stack-auth/stack-auth,454,TypeScript,feat,sf-f5f198ab3a01c4710c88,qalert-2ef7ce6951f9b037419ed63b,js/automatic-semicolon-insertion,Semicolon insertion,maintainability,0,strict_primary_114,redundant_or_locally_inconsistent_construction,Redundant or locally inconsistent construction,local_syntax_style_or_annotation_inconsistency,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,The added statement relies on automatic semicolon insertion despite the explicit-semicolon convention in its local context.
case-c812fbc20a056cc30f2a,human,Azure/azure-sdk-for-python,40382,Python,feat,sf-83ae1c502205b96b11a1,qalert-dec79c6c17e93558cba05de4,py/print-during-import,Use of a print statement at module level,correctness_reliability,0,strict_primary_114,dependency_error_or_resource_mismanagement,"Dependency, error, or resource mismanagement",missing_or_overbroad_failure_handling,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,medium,The optional-dependency failure path adds a module-level print side effect during import.
case-ca17bd7389a0f6607c96,human,cameroncooke/XcodeBuildMCP,62,TypeScript,feat,sf-6810c80978ec17f58c70,qalert-5bce24be4039a98cb6297eff,js/useless-assignment-to-local,Useless assignment to local variable,maintainability,0,extended_additional_73,redundant_or_locally_inconsistent_construction,Redundant or locally inconsistent construction,,,explicit_author_confirmed_codebook_transfer,author_confirmed_transferred_codebook,high,"The assignment writes a value that is overwritten before any read, or writes terminal state after its final read. The central anomaly is therefore an effect-free or redundant operation rather than an unintegrated definition."
case-ca17bd7389a0f6607c96,human,cameroncooke/XcodeBuildMCP,62,TypeScript,feat,sf-be56c3bd194e33672d75,qalert-ec4da5d27c76a57b1b7b298a,js/superfluous-trailing-arguments,Superfluous trailing arguments,correctness_reliability,0,strict_primary_114,interface_or_contract_mismatch,Interface or contract mismatch,caller_callee_signature_mismatch,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,The changed call supplies an unsupported named argument or a trailing argument beyond the callee signature.
case-d4ea05c67dc5b4b78eca,human,OneKeyHQ/app-monorepo,7207,TypeScript,feat,sf-079750cf933803000205,qalert-451258f8df882dd8a628dc66,js/unused-local-variable,"Unused variable, import, function or class",maintainability,0,extended_additional_73,incomplete_change_coordination,Incomplete change coordination,,,explicit_author_confirmed_codebook_transfer,author_confirmed_transferred_codebook,high,"The PR introduced or retained an import, binding, or computed value without an active consumer. Under the frozen codebook boundary, a merely unused element is incomplete change coordination unless duplication is the central mechanism."
case-d4ea05c67dc5b4b78eca,human,OneKeyHQ/app-monorepo,7207,TypeScript,feat,sf-09dd349c73d41addb393,qalert-974ab1571a24c1756e3412d2,js/unused-local-variable,"Unused variable, import, function or class",maintainability,0,extended_additional_73,incomplete_change_coordination,Incomplete change coordination,,,explicit_author_confirmed_codebook_transfer,author_confirmed_transferred_codebook,high,"The PR introduced or retained an import, binding, or computed value without an active consumer. Under the frozen codebook boundary, a merely unused element is incomplete change coordination unless duplication is the central mechanism."
case-d4ea05c67dc5b4b78eca,human,OneKeyHQ/app-monorepo,7207,TypeScript,feat,sf-193b98eb590cb584fd17,qalert-b335af9c6b5ee8be2373fb17,js/unused-local-variable,"Unused variable, import, function or class",maintainability,0,extended_additional_73,incomplete_change_coordination,Incomplete change coordination,,,explicit_author_confirmed_codebook_transfer,author_confirmed_transferred_codebook,high,"The PR introduced or retained an import, binding, or computed value without an active consumer. Under the frozen codebook boundary, a merely unused element is incomplete change coordination unless duplication is the central mechanism."
case-d4ea05c67dc5b4b78eca,human,OneKeyHQ/app-monorepo,7207,TypeScript,feat,sf-2726915a65653d1c83f1,qalert-b5b8f095e87ec6576bb53e9a,js/unused-local-variable,"Unused variable, import, function or class",maintainability,0,extended_additional_73,incomplete_change_coordination,Incomplete change coordination,,,explicit_author_confirmed_codebook_transfer,author_confirmed_transferred_codebook,high,"The PR introduced or retained an import, binding, or computed value without an active consumer. Under the frozen codebook boundary, a merely unused element is incomplete change coordination unless duplication is the central mechanism."
case-d4ea05c67dc5b4b78eca,human,OneKeyHQ/app-monorepo,7207,TypeScript,feat,sf-5b96eff662afd663dc50,qalert-ae2717c08e048b8be5ce6e81,js/unused-local-variable,"Unused variable, import, function or class",maintainability,0,extended_additional_73,incomplete_change_coordination,Incomplete change coordination,,,explicit_author_confirmed_codebook_transfer,author_confirmed_transferred_codebook,high,"The PR introduced or retained an import, binding, or computed value without an active consumer. Under the frozen codebook boundary, a merely unused element is incomplete change coordination unless duplication is the central mechanism."
case-d4ea05c67dc5b4b78eca,human,OneKeyHQ/app-monorepo,7207,TypeScript,feat,sf-6156b1e48e4b33f77e7d,qalert-f91d280bfef106529eac514c,js/unused-local-variable,"Unused variable, import, function or class",maintainability,0,extended_additional_73,incomplete_change_coordination,Incomplete change coordination,,,explicit_author_confirmed_codebook_transfer,author_confirmed_transferred_codebook,high,"The PR introduced or retained an import, binding, or computed value without an active consumer. Under the frozen codebook boundary, a merely unused element is incomplete change coordination unless duplication is the central mechanism."
case-d4ea05c67dc5b4b78eca,human,OneKeyHQ/app-monorepo,7207,TypeScript,feat,sf-764bcbb8ceb62ea7c9a1,qalert-e24f2347bf049cda2d8a31a7,js/unused-local-variable,"Unused variable, import, function or class",maintainability,0,extended_additional_73,incomplete_change_coordination,Incomplete change coordination,,,explicit_author_confirmed_codebook_transfer,author_confirmed_transferred_codebook,high,"The PR introduced or retained an import, binding, or computed value without an active consumer. Under the frozen codebook boundary, a merely unused element is incomplete change coordination unless duplication is the central mechanism."
case-d4ea05c67dc5b4b78eca,human,OneKeyHQ/app-monorepo,7207,TypeScript,feat,sf-8ddf4c9fbad2a6b55933,qalert-5207884ce457b713b7d5bb06,js/unused-local-variable,"Unused variable, import, function or class",maintainability,0,extended_additional_73,incomplete_change_coordination,Incomplete change coordination,,,explicit_author_confirmed_codebook_transfer,author_confirmed_transferred_codebook,high,"The PR introduced or retained an import, binding, or computed value without an active consumer. Under the frozen codebook boundary, a merely unused element is incomplete change coordination unless duplication is the central mechanism."
case-d4ea05c67dc5b4b78eca,human,OneKeyHQ/app-monorepo,7207,TypeScript,feat,sf-912f3ae11b09cb8532ba,qalert-b64a1502d090070ea195dfec,js/unused-local-variable,"Unused variable, import, function or class",maintainability,0,extended_additional_73,incomplete_change_coordination,Incomplete change coordination,,,explicit_author_confirmed_codebook_transfer,author_confirmed_transferred_codebook,high,"The PR introduced or retained an import, binding, or computed value without an active consumer. Under the frozen codebook boundary, a merely unused element is incomplete change coordination unless duplication is the central mechanism."
case-d4ea05c67dc5b4b78eca,human,OneKeyHQ/app-monorepo,7207,TypeScript,feat,sf-b1dcce14a4cbd37910ad,qalert-5686c71ad9e6986f92000eba,js/unused-local-variable,"Unused variable, import, function or class",maintainability,0,extended_additional_73,incomplete_change_coordination,Incomplete change coordination,,,explicit_author_confirmed_codebook_transfer,author_confirmed_transferred_codebook,high,"The PR introduced or retained an import, binding, or computed value without an active consumer. Under the frozen codebook boundary, a merely unused element is incomplete change coordination unless duplication is the central mechanism."
case-d4ea05c67dc5b4b78eca,human,OneKeyHQ/app-monorepo,7207,TypeScript,feat,sf-b8d8cb2d5fbc86d536ca,qalert-64f48101849fb54d0e5a91fc,js/unused-local-variable,"Unused variable, import, function or class",maintainability,0,extended_additional_73,incomplete_change_coordination,Incomplete change coordination,,,explicit_author_confirmed_codebook_transfer,author_confirmed_transferred_codebook,high,"The PR introduced or retained an import, binding, or computed value without an active consumer. Under the frozen codebook boundary, a merely unused element is incomplete change coordination unless duplication is the central mechanism."
case-d4ea05c67dc5b4b78eca,human,OneKeyHQ/app-monorepo,7207,TypeScript,feat,sf-be63795e543ddb27c31c,qalert-0cd08488f55f05704b275c49,js/unused-local-variable,"Unused variable, import, function or class",maintainability,0,extended_additional_73,incomplete_change_coordination,Incomplete change coordination,,,explicit_author_confirmed_codebook_transfer,author_confirmed_transferred_codebook,high,"The PR introduced or retained an import, binding, or computed value without an active consumer. Under the frozen codebook boundary, a merely unused element is incomplete change coordination unless duplication is the central mechanism."
case-d4ea05c67dc5b4b78eca,human,OneKeyHQ/app-monorepo,7207,TypeScript,feat,sf-c07a2a1933b06e7a8999,qalert-c431cb966296b7b8b6c28be1,js/syntax-error,Syntax error,correctness_reliability,0,strict_primary_114,redundant_or_locally_inconsistent_construction,Redundant or locally inconsistent construction,local_syntax_style_or_annotation_inconsistency,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,medium,The new global declaration uses a TypeScript non-null syntax form that the language grammar does not support at that declaration site.
