alert_id,duplicate_ordinal,case_id,group,repo_name,pr_number,pr_id,language,task_type,base_sha,head_sha,issue_domain,is_quality_alert,rule_id,rule_name,problem_severity,precision,quality_category,rule_tags,file_path,start_line,message,fingerprint,fingerprint_method,fingerprint_ambiguity_n,source_group,source_row_number,batch_id,attempt,execution_sha256,condition_present,valid_issue,introduced_by_pr,actionability,confidence,evidence_json,rationale,model_supported_introduced_issue,model_supported_actionable_issue,is_security_alert,human_status,human_disposition,human_condition_present,human_introduced_by_pr,human_valid_issue,human_actionability,human_confidence,human_notes,human_revision,human_source_set,human_source_disposition,human_independent_rereview_disposition,human_consensus_disposition,human_resolution_basis
qalert-ac7a9f1ffd0c79656e8690b1,1,adjcase-8f5d6b828a02c5632b414ba1,human,marimo-team/marimo,3628,2307381985,Python,fix,0d719dd64756f3eb10c73a62193fb404166fde7a,10b70122537f009b4087abf4e1acc37d7722a935,quality,true,py/unsafe-cyclic-import,Module-level cyclic import,error,high,correctness_reliability,reliability|correctness|types,marimo/_runtime/runtime.py,57,"'print_override' may not be defined if module [marimo._messaging.print_override](1) is imported before module [marimo._runtime.runtime](2), as the [definition](3) of print_override occurs after the cyclic [import](4) of marimo._runtime.runtime.","{""primaryLocationLineHash"": ""aebc37729fdff5e:1"", ""primaryLocationStartColumnFingerprint"": ""45""}",fingerprint,1,human,4250,adjbatch-2b73bcbd45d37426ec718d55,2,786e57eaa4738b5546902c8fbf89a99458c77dc20e1377244320ce4ce97e744d,yes,yes,yes,should_fix,high,"[{""explanation"":""PR adds `from marimo._messaging.print_override import print_override` at module level, creating the dangerous import edge."",""file"":""marimo/_runtime/runtime.py"",""line"":57,""revision"":""head""},{""explanation"":""New print_override.py imports `from marimo._messaging.ops import CellOp`, which in turn does `from marimo import _loggers`, triggering marimo/__init__.py."",""file"":""marimo/_messaging/print_override.py"",""line"":8,""revision"":""head""},{""explanation"":""marimo/__init__.py line 129 imports from marimo._runtime.runtime, completing the cycle back to runtime.py before print_override.py is fully initialized."",""file"":""marimo/__init__.py"",""line"":129,""revision"":""head""},{""explanation"":""`def print_override(...)` is defined at line 19, after all the cycle-causing imports; if runtime.py is reached mid-import, `print_override` does not yet exist, causing an AttributeError."",""file"":""marimo/_messaging/print_override.py"",""line"":19,""revision"":""head""}]","The PR introduces a genuine unsafe cyclic import. Cycle: runtime.py (new line 57) -> print_override.py -> ops.py (`from marimo import _loggers`) -> marimo/__init__.py (line 129: imports from runtime.py) -> runtime.py. If Python begins loading print_override.py before runtime.py, it will re-enter runtime.py mid-import, which will then attempt `from marimo._messaging.print_override import print_override`; because print_override.py is only partially initialized (the `print_override` function at line 19 hasn't been reached yet), this raises an ImportError/AttributeError. Both the new file and the new import statement in runtime.py are introduced by the PR, so this is unambiguously PR-introduced and warrants should_fix.",1,1,False,completed,confirmed_valid,yes,yes,yes,,,runtime.py 新增 from marimo._messaging.print_override import print_override，与新模块形成循环，存在 print_override 尚未绑定的风险。,,model_retained,confirmed_valid,confirmed_valid,,source_and_independent_rereview_agreement
qalert-aca3f8031ce66acfd959acc5,1,adjcase-08f7af0e9439030a5f4612eb,human,bytebot-ai/bytebot,7,2442096129,TypeScript,feat,764d88d8475f03b04544adc6adf8bfe48884a4f9,0f8e390764b2fa328358632dad4684930da82490,quality,true,js/automatic-semicolon-insertion,Semicolon insertion,recommendation,very-high,maintainability,quality|maintainability|readability|language-features|statistical|non-attributable,bytebot-agent/src/app/api/messages/route.ts,151,Avoid automated semicolon insertion (92% of all statements in [the enclosing function](1) have an explicit semicolon).,"{""primaryLocationLineHash"": ""31dbf53dd125e4f5:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,1,human,141,adjbatch-23264b90e43eec175577f344,1,29278a9a1b5d38f60e6ef8396847a4c46b5a55bd03af81407b16d28b0cdb9439,yes,yes,yes,optional,high,"[{""explanation"":""`const filteredMessages = transformedMessages.filter(Boolean)` lacks a terminating semicolon and depends on ASI before the following `return NextResponse.json({ messages: filteredMessages });`."",""file"":""bytebot-agent/src/app/api/messages/route.ts"",""line"":151,""revision"":""head""},{""explanation"":""The immediately following return statement in the same function uses an explicit semicolon, illustrating the file's prevailing convention."",""file"":""bytebot-agent/src/app/api/messages/route.ts"",""line"":152,""revision"":""head""},{""explanation"":""Before the change the code returned directly with `return NextResponse.json({ messages: transformedMessages });`; the new unterminated `filter(Boolean)` declaration is added by the staged change."",""file"":""bytebot-agent/src/app/api/messages/route.ts"",""line"":122,""revision"":""before""}]","The staged change introduces a variable declaration without an explicit semicolon in a function where roughly all other statements are terminated, confirming the reported inconsistency. The next token is `return`, so ASI cannot change semantics; the fix is a one-character style correction, making it a low-priority cleanup rather than a blocking defect.",1,0,False,completed,confirmed_valid,yes,yes,yes,,,bytebot-agent/src/app/api/messages/route.ts 第 151 行由本 PR 引入的语句末尾缺少显式分号；该文件其他语句以显式分号为主，属于真实的一致性/可维护性问题。,,model_retained,confirmed_valid,confirmed_valid,,source_and_independent_rereview_agreement
qalert-aca641f99bd0d1a0876e77c1,1,adjcase-88580542dad998a4a84c5a3e,ai,datopian/portaljs,1396,3139049191,TypeScript,feat,2322cd294d847ecc2d823cb52e545d8b1292b4db,6264e24db6fa8b6bba5b614367f3c61ffca0b226,quality,true,js/unused-local-variable,"Unused variable, import, function or class",recommendation,very-high,maintainability,quality|maintainability|useless-code,site/pages/partners.tsx,74,Unused variable partners.,"{""primaryLocationLineHash"": ""6431cacb284e79ca:1"", ""primaryLocationStartColumnFingerprint"": ""6""}",fingerprint,1,ai,57,adjbatch-8a3bcf4bf96b600a17e05938,1,ae4cfcb695a45ae1fa09b6b29dce630bff7f9752cd3e0cb83ce604922f4d72fd,yes,yes,yes,optional,high,"[{""explanation"":""`const partners = [...]` declares a 20-line array of partner objects (lines 74-93) inside the `Partners()` component body."",""file"":""site/pages/partners.tsx"",""line"":74,""revision"":""head""},{""explanation"":""The only textual reference, `{partners.map((partner, index) => (`, sits inside the JSX comment block that opens at line 235 (`{/* <div className=\""bg-slate-50 ...`) and closes at line 258 (`</div> */}`), so it is not a real read of the binding."",""file"":""site/pages/partners.tsx"",""line"":246,""revision"":""head""},{""explanation"":""Sibling arrays are genuinely consumed (`benefits.map` at line 165, `steps.map` at line 200), confirming `partners` is dead rather than mis-parsed by the query."",""file"":""site/pages/partners.tsx"",""line"":165,""revision"":""head""}]","The `partners` array is declared at line 74 and never read: its sole use is within the commented-out ""Our Partners"" JSX block (lines 235-258), so CodeQL's unused-local-variable condition holds. Sibling arrays `benefits` and `steps` are genuinely consumed at lines 165 and 200, which confirms this one is dead rather than mis-parsed. It is dead source that a maintainer would either comment out alongside the disabled section or delete, but it has no behavioral effect and the page renders correctly, matching the rule's recommendation severity. `git show HEAD:site/pages/partners.tsx` fails (path absent from HEAD) and the staged diff adds 298 lines for this path, so the pending change introduced the binding. No repo-level `no-unused-vars` lint rule was found that would escalate this to a build-blocking error.",1,0,False,completed,confirmed_valid,yes,yes,yes,,,新文件 partners.tsx 声明 partners 数组后未渲染。本 PR 引入。,,model_retained,confirmed_valid,confirmed_valid,,source_and_independent_rereview_agreement
qalert-accfd20b54301a71ffe5c444,1,adjcase-cd7bd9de968a669eb379965c,human,allenai/open-instruct,670,2512266582,Python,feat,d5331729e5bf7fde14daba6cd3efeec28d79a634,2ea43350feacbd2b6dfb177fc9bfbcd5176f01d3,quality,true,py/unused-import,Unused import,recommendation,very-high,maintainability,quality|maintainability|useless-code,scripts/data/scripts/data/create_asqa_data.py,2,Import of 'HfApi' is not used.,"{""primaryLocationLineHash"": ""3d2a09bc03575138:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,1,human,4138,adjbatch-ba54e9a6c210ae55e93aa9a6,2,6da6cd433d85af098af44e8fe5940f5170b1834e08185a0a8d53bcfe53e2b9f1,yes,yes,yes,optional,high,"[{""explanation"":""from huggingface_hub import HfApi is imported but HfApi appears nowhere else in the file; the upload logic uses Dataset.push_to_hub without instantiating HfApi."",""file"":""scripts/data/scripts/data/create_asqa_data.py"",""line"":2,""revision"":""head""}]",The entire file was reviewed and `HfApi` is imported but never referenced. The `save_to_hf_repo` function calls `dataset_dict.push_to_hub` directly without using the `HfApi` class. The file is newly added by the PR. Removing the unused import is a low-priority cleanup.,1,0,False,completed,confirmed_valid,yes,yes,yes,,,同文件 from huggingface_hub import HfApi 后用 datasets.DatasetDict.push_to_hub，HfApi 未实例化。,,model_retained,confirmed_valid,confirmed_valid,,source_and_independent_rereview_agreement
qalert-acd3924fc659abee5f22edbe,1,adjcase-f8d556506de446ed0c9b3e95,human,CapSoftware/Cap,631,2583077255,TypeScript,fix,7cbd8f688d36daf2f93dcf423e8dd1a33ddc214e,d386adac3df4dab9e7410d683b1c08dd59c9cf73,quality,true,js/unused-local-variable,"Unused variable, import, function or class",recommendation,very-high,maintainability,quality|maintainability|useless-code,apps/web/app/api/upload/[...route]/signed.ts,11,Unused import getCurrentUser.,"{""primaryLocationLineHash"": ""727bc24f6b6001cb:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,1,human,183,adjbatch-0201d4b5b6120321f7e37639,1,f8bff7fc25cccfaa48ecd83884da81755b9e7b31f63276bc0828c0138d75646f,yes,yes,yes,should_fix,high,"[{""explanation"":""getCurrentUser is imported from @cap/database/auth/session"",""file"":""apps/web/app/api/upload/[...route]/signed.ts"",""line"":11,""revision"":""head""},{""explanation"":""User is obtained via c.get('user') from Hono context with withAuth middleware"",""file"":""apps/web/app/api/upload/[...route]/signed.ts"",""line"":40,""revision"":""head""},{""explanation"":""getCurrentUser import was not present in the before revision"",""file"":""apps/web/app/api/upload/[...route]/signed.ts"",""line"":10,""revision"":""before""}]",The PR added the getCurrentUser import but the code uses Hono's withAuth middleware to access the user via context instead. The import is unused and should be removed.,1,1,False,completed,confirmed_valid,yes,yes,yes,,,signed.ts 本 PR 新增 getCurrentUser 导入，鉴权仍走 withAuth 的 c.get('user')。,,model_retained,confirmed_valid,confirmed_valid,,source_and_independent_rereview_agreement
qalert-ad136e4eceb98e3c6d85830c,1,adjcase-2dfe98916c3c3ebc746387b9,ai,github-copilot-resources/copilot-metrics-viewer,226,3210123455,TypeScript,feat,3474b84c6041a7e475d7e6d38216c2cb2d388629,163a19dc44e33c036cb8efcf787f8f3da4821ae5,quality,true,js/unused-local-variable,"Unused variable, import, function or class",recommendation,very-high,maintainability,quality|maintainability|useless-code,e2e-tests/github-tab.spec.ts,2,Unused import GitHubTab.,"{""primaryLocationLineHash"": ""5f23841f83ac1020:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,1,ai,1515,adjbatch-62e81af2678f1ca10086ce55,1,8aa741c112265a53d12e4c5291ede7590dee2007631c8a4cc78ba7474c868587,yes,yes,yes,should_fix,high,"[{""explanation"":""GitHubTab is imported but never referenced in the file"",""file"":""e2e-tests/github-tab.spec.ts"",""line"":2,""revision"":""head""},{""explanation"":""Local variable githubTab is returned from dashboard.gotoGitHubTab(), not constructed from the imported GitHubTab class"",""file"":""e2e-tests/github-tab.spec.ts"",""line"":27,""revision"":""head""}]",The GitHubTab import is unused. All test cases obtain GitHubTab instances via dashboard.gotoGitHubTab() without referencing the imported class. The entire file was introduced by this PR as a new test suite.,1,1,False,completed,confirmed_valid,yes,yes,yes,,,New e2e file imports GitHubTab but only uses dashboard.gotoGitHubTab(); import unused.,,model_retained,confirmed_valid,confirmed_valid,,source_and_independent_rereview_agreement
qalert-ad4ee4c1e1182b20b3787e0c,1,adjcase-e9e7fd2cfff8d61dc54a7378,ai,miurla/morphic,531,3059149099,TypeScript,feat,74fc5664f6717999787dcc413810d7327d1dbb4f,74c773d349fa16c7a218d34610e0d1a67d8337c6,quality,true,js/unused-local-variable,"Unused variable, import, function or class",recommendation,very-high,maintainability,quality|maintainability|useless-code,components/inspector/inspector-panel.tsx,5,Unused import Button.,"{""primaryLocationLineHash"": ""8287945e7bdc9c74:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,1,ai,543,adjbatch-dd87f8cf23e154abdb2a6dec,1,14eac2b63f7a69b963603d3c5e7ff48874444dd711684fa80d9da9a8ab07ece5,yes,yes,yes,should_fix,high,"[{""explanation"":""`import { Button } from '@/components/ui/button'` survives in the HEAD file, but across all 79 lines there is no `<Button` element or any other reference to the `Button` binding. The only rendered button is `<TooltipButton>` (lines 60-68), which wraps `Button` internally inside components/ui/tooltip-button.tsx. The import is dead."",""file"":""components/inspector/inspector-panel.tsx"",""line"":5,""revision"":""head""},{""explanation"":""In the pre-PR revision the same import was live: `<Button variant=\""ghost\"" size=\""icon\"" onClick={close} aria-label=\""Close panel\"">` was rendered inside a `<TooltipTrigger asChild>`. So the alert is newly introduced, not pre-existing."",""file"":""components/inspector/inspector-panel.tsx"",""line"":61,""revision"":""before""},{""explanation"":""The PR-added TooltipButton component is where `Button` is now imported and used, confirming the usage moved out of inspector-panel.tsx rather than the import being needed indirectly."",""file"":""components/ui/tooltip-button.tsx"",""line"":4,""revision"":""head""}]","True positive introduced by this PR. The diff replaces a hand-rolled Tooltip+Button composition in InspectorPanel with the new `<TooltipButton>` wrapper, but the now-orphaned `Button` import on line 5 was never removed. Verified by reading the full HEAD file (no `Button` reference remains) and the pre-PR file (where `Button` was rendered at line 61). Severity is genuinely low: tsconfig.json does not set `noUnusedLocals` and .eslintrc.json only extends `next/core-web-vitals`, so neither `tsc --noEmit` nor `next lint` will fail on this; bundlers also tree-shake it, so there is no runtime or bundle-size consequence. It is nevertheless leftover dead code inside the PR's own edited hunk and a one-line deletion, so it should be cleaned up with the refactor. Note: my static-check attempt was blocked by the sandbox (bash denied), so this rests on full manual reading of the file plus the config files, not on executed tsc/eslint output.",1,1,False,completed,confirmed_valid,yes,yes,yes,,,同一文件本 PR 用 TooltipButton 替换 Button 用法，留下未使用的 Button import。,,model_retained,confirmed_valid,confirmed_valid,,source_and_independent_rereview_agreement
qalert-ad57d42e525861ad40294b62,1,adjcase-f8d556506de446ed0c9b3e95,human,CapSoftware/Cap,631,2583077255,TypeScript,fix,7cbd8f688d36daf2f93dcf423e8dd1a33ddc214e,d386adac3df4dab9e7410d683b1c08dd59c9cf73,quality,true,js/unused-local-variable,"Unused variable, import, function or class",recommendation,very-high,maintainability,quality|maintainability|useless-code,apps/web/app/api/upload/[...route]/signed.ts,14,Unused import cookies.,"{""primaryLocationLineHash"": ""c9f6ad2067f54b23:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,1,human,184,adjbatch-0201d4b5b6120321f7e37639,1,f8bff7fc25cccfaa48ecd83884da81755b9e7b31f63276bc0828c0138d75646f,yes,yes,yes,should_fix,high,"[{""explanation"":""cookies is imported from next/headers"",""file"":""apps/web/app/api/upload/[...route]/signed.ts"",""line"":14,""revision"":""head""},{""explanation"":""File uses Hono framework; no Next.js cookies() calls present"",""file"":""apps/web/app/api/upload/[...route]/signed.ts"",""line"":24,""revision"":""head""},{""explanation"":""cookies import was not present in the before revision"",""file"":""apps/web/app/api/upload/[...route]/signed.ts"",""line"":10,""revision"":""before""}]",The PR added a Next.js cookies import to a Hono-based API route that doesn't use it. The import is unused and should be removed.,1,1,False,completed,confirmed_valid,yes,yes,yes,,,signed.ts 本 PR 新增 import { cookies } from next/headers，未见 cookies() 调用。,,model_retained,confirmed_valid,confirmed_valid,,source_and_independent_rereview_agreement
qalert-ad84fc483eb4375833f1d403,1,adjcase-cc5c7495fe192c8406534f89,human,gridaco/grida,218,2260696427,TypeScript,feat,15e5605bd0f539aad6237033f42b1fbc9e487753,f56e130294e8db6bedc5c2f50ba1b057da936aa1,quality,true,js/unreachable-statement,Unreachable statement,warning,very-high,correctness_reliability,quality|reliability|correctness|external/cwe/cwe-561,apps/forms/grida-io-svg/index.ts,694,This statement is unreachable.,"{""primaryLocationLineHash"": ""4dcfaa827025af09:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,1,human,4002,adjbatch-a95d02495bc80923668cba5a,1,07252d53fc5bc8f14eb38341d6bdfe0122bc8a9615495847fd76d071793328d9,yes,yes,yes,optional,high,"[{""explanation"":""`break;` sits directly after the `return [ ... ];` that spans lines 681-692 in the circle/ellipse block, with no intervening branch or label, so control flow can never reach it."",""file"":""apps/forms/grida-io-svg/index.ts"",""line"":694,""revision"":""head""},{""explanation"":""The identical pattern exists in the rect case (`break;` after the return at 650-662) and is not part of this batch, indicating the batch is a subset of the same leftover-break cleanup rather than an isolated finding."",""file"":""apps/forms/grida-io-svg/index.ts"",""line"":663,""revision"":""head""}]","The unreachable statement is real and originates in this PR's new file. Its impact, however, is nil at runtime and at type-check time: a `break` immediately following an unconditional `return` inside a switch case is inert leftover scaffolding, removing no behavior and masking no logic. Nothing after it in the block is skipped, and there is no fallthrough hazard. Worth deleting during cleanup (alongside the twin at line 663), but it does not warrant blocking the change, so I rate it optional rather than should_fix despite the rule's warning severity and CWE-561 tag.",1,0,False,completed,confirmed_valid,yes,yes,yes,,,ellipse 分支 return 之后还有 break，该语句不可达，是新文件里的死代码。,,model_retained,confirmed_valid,confirmed_valid,,source_and_independent_rereview_agreement
qalert-adb8c6afa530c18f6ca74a20,1,adjcase-dba7b56d84240f0ea9740840,ai,Kiln-AI/Kiln,361,3136468494,Python,feat,e341517faef8298453fb68a885dc2d0b9b5bbfe9,e2b442c3d5b56ad25723a24a3688363dd08c84b2,quality,true,py/unused-import,Unused import,recommendation,very-high,maintainability,quality|maintainability|useless-code,libs/core/kiln_ai/adapters/model_adapters/base_adapter.py,6,Import of 'jsonschema' is not used.,"{""primaryLocationLineHash"": ""fa1155fcbc6e7a36:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,1,ai,516,adjbatch-e408e636ee503785a77b60d6,2,ad977d3617576dd59bc759db63f04e17114384a017b96be5e493194638d88c43,yes,yes,uncertain,should_fix,high,"[{""explanation"":""import jsonschema appears only once in the file (line 6). A full grep of the file confirms no other reference to jsonschema exists, making the import entirely unused."",""file"":""libs/core/kiln_ai/adapters/model_adapters/base_adapter.py"",""line"":6,""revision"":""head""}]","The import of jsonschema on line 6 of base_adapter.py is confirmed unused by grep: the symbol does not appear anywhere else in the file. This is a legitimate maintainability issue — unused imports pollute the module namespace, increase load time marginally, and mislead readers about dependencies. The file is modified by the PR (git status shows M), suggesting the PR may have removed the usage that justified this import, but the before state cannot be verified without bash access, so introduced_by_pr is uncertain. The fix is trivial: remove the import line.",0,0,False,completed,confirmed_valid,yes,yes,yes,,,base_adapter.py 本 PR 新增 import jsonschema，校验已走 validate_schema_with_value_error，jsonschema 未直接使用。,,model_excluded,confirmed_valid,confirmed_valid,,source_and_independent_rereview_agreement
qalert-adc4c5f5702f4ab9f5e7bf66,1,adjcase-e3643904e0e9993b0eba57e1,ai,microsoft/typespec,7426,3081186157,Java,feat,2d139cc915f8023ce7950032e8cc52339644964f,5ef409b54c2c50a97ba51fe852b0df73bf65c573,quality,true,java/deprecated-call,Deprecated method or constructor invocation,recommendation,high,maintainability,maintainability|readability|non-attributable|external/cwe/cwe-477,packages/http-client-java/generator/http-client-generator-core/src/main/java/com/microsoft/typespec/http/client/generator/core/customization/PropertyCustomization.java,157,Invoking [SymbolInformation.getName](1) should be avoided because it has been deprecated.,"{""primaryLocationLineHash"": ""d6e599b36e13dad:1"", ""primaryLocationStartColumnFingerprint"": ""50""}",fingerprint,1,ai,657,adjbatch-b557a80385ec6cfd4d9de05f,3,328bdc71c2b00932e820af33c824b55ac37487c58bb2fa5d88d131afd4562225,yes,yes,yes,should_fix,high,"[{""explanation"":""Line 157 also calls si.getName() on the SymbolInformation stream element; SymbolInformation.getName() is deprecated in LSP4J."",""file"":""packages/http-client-java/generator/http-client-generator-core/src/main/java/com/microsoft/typespec/http/client/generator/core/customization/PropertyCustomization.java"",""line"":157,""revision"":""head""}]","On the same expression as the getKind() alert, si.getName() is called on a deprecated SymbolInformation object. The file is entirely new in the PR, so the deprecation use is introduced here.",1,1,False,completed,confirmed_valid,yes,yes,yes,,,新文件 PropertyCustomization.setModifier 用 si.getName() 匹配字段，getName 已弃用。,,model_retained,confirmed_valid,confirmed_valid,,source_and_independent_rereview_agreement
qalert-adfa0026b4653a77ec18979e,1,adjcase-c825f92e51dacfa439f02c5d,ai,567-labs/instructor,1555,3084795047,Python,feat,bb1af922faaa0b130b72d3b15e2da890d81bf459,21242791a68909798d1e8cf6a1b98c237ba52ce5,quality,true,py/unused-local-variable,Unused local variable,recommendation,very-high,maintainability,quality|maintainability|useless-code|external/cwe/cwe-563,tests/llm/test_vertexai/test_deprecated_async.py,19,Variable client is not used.,"{""primaryLocationLineHash"": ""248c55ddbd81e458:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,1,ai,563,adjbatch-60254a6a4f8e0882953826e2,2,530d95e5b89cfa95dec4b4830ed5bff99eea9b5687f1ef626cc837338c25ee4f,yes,yes,yes,should_fix,high,"[{""explanation"":""Variable 'client' is assigned the return value of from_vertexai() but never referenced afterward"",""file"":""tests/llm/test_vertexai/test_deprecated_async.py"",""line"":19,""revision"":""head""},{""explanation"":""The pytest.warns context manager is only testing that a DeprecationWarning is raised; the returned client object is not needed"",""file"":""tests/llm/test_vertexai/test_deprecated_async.py"",""line"":18,""revision"":""head""}]","The variable assignment is unnecessary in this test. The test only verifies that calling from_vertexai with _async=True raises a deprecation warning, not any property of the returned client. The assignment can be removed without affecting test behavior. This is a newly added file, so the issue is introduced by the pending change.",1,1,False,completed,confirmed_valid,yes,yes,yes,,,test_deprecated_async_warning 同样把 from_vertexai 结果赋给 client，只验证 DeprecationWarning。,,model_retained,confirmed_valid,confirmed_valid,,source_and_independent_rereview_agreement
qalert-ae17f2ea478142f3ccce45b3,1,adjcase-b1006ad61c17cbbc8a963dfc,human,microsoft/ApplicationInsights-JS,2493,2418025347,TypeScript,feat,864441d1b55e207bbd52200f3108ab9b46efcbf4,3097337f5df484870bf332339dad5859e11a030b,quality,true,js/automatic-semicolon-insertion,Semicolon insertion,recommendation,very-high,maintainability,quality|maintainability|readability|language-features|statistical|non-attributable,channels/offline-channel-js/Tests/Unit/src/webprovider.tests.ts,664,Avoid automated semicolon insertion (91% of all statements in [the enclosing function](1) have an explicit semicolon).,"{""primaryLocationLineHash"": ""970602cc4b7121e7:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,1,human,1652,adjbatch-b010ee3504c2b457c49a2510,1,1616dd6621c074c06e4586a7b15ab18991aa3134ff639d85b66f396277d18fad,yes,yes,yes,should_fix,high,"[{""explanation"":""Statement this.clock.tick(1) missing semicolon at end"",""file"":""channels/offline-channel-js/Tests/Unit/src/webprovider.tests.ts"",""line"":664,""revision"":""head""},{""explanation"":""Subsequent statement has explicit semicolon, confirming inconsistent style"",""file"":""channels/offline-channel-js/Tests/Unit/src/webprovider.tests.ts"",""line"":666,""revision"":""head""}]",The clock.tick(1) statement lacks a semicolon while 91% of statements in the enclosing function use explicit semicolons. This inconsistency reduces maintainability. The file is newly added by the PR.,1,1,False,completed,confirmed_valid,yes,yes,yes,,,channels/offline-channel-js/Tests/Unit/src/webprovider.tests.ts 第 664 行由本 PR 引入的语句末尾缺少显式分号；该文件其他语句以显式分号为主，属于真实的一致性/可维护性问题。,,model_retained,confirmed_valid,confirmed_valid,,source_and_independent_rereview_agreement
qalert-ae1faf8bbe5fa2234935f64d,1,adjcase-e3643904e0e9993b0eba57e1,ai,microsoft/typespec,7426,3081186157,Java,feat,2d139cc915f8023ce7950032e8cc52339644964f,5ef409b54c2c50a97ba51fe852b0df73bf65c573,quality,true,java/deprecated-call,Deprecated method or constructor invocation,recommendation,high,maintainability,maintainability|readability|non-attributable|external/cwe/cwe-477,packages/http-client-java/generator/http-client-generator-core/src/main/java/com/microsoft/typespec/http/client/generator/core/customization/implementation/Utils.java,425,Invoking [SymbolInformation.getLocation](1) should be avoided because it has been deprecated.,"{""primaryLocationLineHash"": ""e208e43c76393651:1"", ""primaryLocationStartColumnFingerprint"": ""11""}",fingerprint,1,ai,663,adjbatch-22f8478f0db8bb4087d18423,2,189affc3936974bb191cb7620521c809f14ce4e7e991caef7ebabf800e7ebf4e,yes,yes,yes,should_fix,high,"[{""explanation"":""The before revision contains only 43 lines and does not include the replaceParameters method"",""file"":""packages/http-client-java/generator/http-client-generator-core/src/main/java/com/microsoft/typespec/http/client/generator/core/customization/implementation/Utils.java"",""line"":43,""revision"":""before""},{""explanation"":""Newly added replaceParameters method calls deprecated symbol.getLocation().getRange().getStart().getLine()"",""file"":""packages/http-client-java/generator/http-client-generator-core/src/main/java/com/microsoft/typespec/http/client/generator/core/customization/implementation/Utils.java"",""line"":425,""revision"":""head""}]",The deprecated getLocation() call on SymbolInformation was introduced in the newly added replaceParameters method. This is new code that should use the non-deprecated API from the start.,1,1,False,completed,confirmed_valid,yes,yes,yes,,,Utils.replaceParameters 为本 PR 新增，经 symbol.getLocation() 定位参数列表。,,model_retained,confirmed_valid,confirmed_valid,,source_and_independent_rereview_agreement
qalert-ae2717c08e048b8be5ce6e81,1,adjcase-9783050f8d50354d0c6ca597,human,OneKeyHQ/app-monorepo,7207,2478231534,TypeScript,feat,5320d2a3171c914eb8dd0f8888a5e74b90d8e23d,27d25ccffefe720bbc893f33ec384c17e755b798,quality,true,js/unused-local-variable,"Unused variable, import, function or class",recommendation,very-high,maintainability,quality|maintainability|useless-code,packages/kit-bg/src/services/ServiceCustomRpc.ts,27,Unused import EIndexedDBBucketNames.,"{""primaryLocationLineHash"": ""eefafdbf2b88e4eb:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,2,human,124,adjbatch-9869fea09aeb1eebcfbbe779,1,5852f2c9b8e39dfb9c86c9280e7765d57935402814c78e7e37e5d2bde0ded5ae,yes,yes,yes,should_fix,high,"[{""explanation"":""`EIndexedDBBucketNames` is imported as a value here and this is its only occurrence in the file, so the binding is unused."",""file"":""packages/kit-bg/src/services/ServiceCustomRpc.ts"",""line"":28,""revision"":""head""},{""explanation"":""The staged diff adds this `import { EIndexedDBBucketNames, type IDBCloudSyncItem } from '../dbs/local/types';` block in place of the previous type-only `import type { IDBCloudSyncItem }`, introducing the unused value specifier."",""file"":""packages/kit-bg/src/services/ServiceCustomRpc.ts"",""line"":27,""revision"":""head""},{""explanation"":""Unused variables/imports are errors under the project's production eslint configuration."",""file"":"".eslintrc.js"",""line"":101,""revision"":""head""}]","Same pattern as the other two services: the pending change swaps a type-only import for a value import block and adds `EIndexedDBBucketNames`, which the file never uses. Dead binding plus a needless runtime dependency on ../dbs/local/types, and a prod lint error; removing the specifier is the obvious repair.",1,1,False,completed,confirmed_valid,yes,yes,yes,,,ServiceCustomRpc.ts 本 PR 新增 EIndexedDBBucketNames 导入，RPC 服务未引用。,,model_retained,confirmed_valid,confirmed_valid,,source_and_independent_rereview_agreement
