case_id,model_finding_id,file,line,summary,failure_scenario,match_status,candidate_reference_n,silver_finding_id,matched_reference_family,matched_rule_id
case-bd5b217579b468056361,mf-56be8a06d02102fa15e9,airbyte-ci/connectors/pipelines/pipelines/airbyte_ci/connectors/migrate_to_inline_schemas/pipeline.py,109,RestoreInlineState creates a temp directory backup in __init__ that is only cleaned up on full success; exceptions and step failures leak the temp directory,"RestoreInlineState.__init__ calls tempfile.mkdtemp() and copies the schemas directory into it at line 109. The _cleanup method (line 124) removes it with shutil.rmtree, but _cleanup is only called by command.py when all steps succeed (command.py line 90-93). If run_steps raises an exception or any step returns FAILURE, only restore_original_state.run() is called (command.py lines 82, 87) — which restores manifest/schemas but never removes the backup temp directory. The directory under /tmp persists, and over repeated CI runs on the same host this accumulates leaked disk space.",unmatched_to_codeql,0,,,
case-bd5b217579b468056361,mf-092eaf587012b3bfaa55,airbyte-ci/connectors/pipelines/pipelines/airbyte_ci/connectors/migrate_to_inline_schemas/pipeline.py,255,_has_subdirectory is dead code — defined but never called (the only call site is commented out),The function _has_subdirectory (lines 255-262) is fully defined but its only invocation at line 85 is commented out with a TODO. It adds maintenance burden and confuses readers about whether the subdirectory case is handled.,unmatched_to_codeql,0,,,
case-bd5b217579b468056361,mf-9f34871abcceb2ff2228,airbyte-ci/connectors/pipelines/pipelines/airbyte_ci/connectors/migrate_to_inline_schemas/pipeline.py,391,json.load in _parse_json_streams has no try/except for JSONDecodeError; a malformed JSON schema file crashes the entire pipeline,"A connector's schemas/ directory contains a file with a .json extension that is not valid JSON (e.g., corrupted, empty, or truncated). _parse_json_streams calls json.load(file) at line 391 which raises JSONDecodeError. The exception propagates out of InlineSchemas._run (line 148) and crashes the entire migration pipeline without a StepResult, preventing any other connector migrations from running and producing an opaque stack trace instead of a clear error message.",unmatched_to_codeql,0,,,
case-bd5b217579b468056361,mf-87f978dd638da8a0356c,airbyte-ci/connectors/pipelines/pipelines/airbyte_ci/connectors/migrate_to_inline_schemas/pipeline.py,203,"Post-migration loop logs 'JSON schema not found' for remaining json_streams, but the message is misleading — the files were found and read, they just were not matched to any manifest stream","After migrating inline schemas, any remaining entries in json_streams (JSON files that were parsed from disk but never matched to a manifest stream) produce the log message '!! JSON schema not found: <name>' at line 204. The message says 'not found' but the file was in fact found and read — it simply wasn't consumed by any stream. This misleads operators investigating the migration output into thinking the file was missing, wasting debugging time.",unmatched_to_codeql,0,,,
case-bdc46ccfb585e0813fba,mf-3eed06114b19097d8f81,apps/js-sdk/firecrawl/src/index.ts,71,SDK FirecrawlDocument type has stale field names (diff.structured instead of diff.json) and missing changeTracking.json; CrawlScrapeOptions/ScrapeParams missing changeTrackingOptions field entirely,"TypeScript SDK user accesses response.changeTracking.diff.json -- TypeScript compiler error because type still says diff.structured. User reads response.changeTracking.diff.structured -- returns undefined at runtime because API now emits json not structured. User cannot pass changeTrackingOptions at all since the field is absent from ScrapeParams, breaking the new diff/structured mode API for all SDK consumers.",unmatched_to_codeql,0,,,
case-bdc46ccfb585e0813fba,mf-0a38965bf9c50bc54895,apps/api/src/scraper/scrapeURL/transformers/diff.ts,30,"compareExtractedData produces {previous, current} keys but tests added in the same diff expect {old, new} keys -- property name mismatch","When modes includes 'json' with a schema and both LLM extractions succeed, compareExtractedData returns result[key] = {previous: oldValue, current: newValue}. The scrape test at line 168-170 asserts response.changeTracking.json.pricing.toHaveProperty('old') which fails because the actual property name is 'previous'. If the test reflects the intended API and the function is wrong, ALL API consumers get wrong property names.",unmatched_to_codeql,0,,,
case-bdc46ccfb585e0813fba,mf-d7f7abc898dc93355f0d,apps/api/src/controllers/v1/types.ts,170,Removed Zod refine validations that required changeTracking@diff-git and changeTracking@structured sub-formats to be paired with the changeTracking format -- users can now pass modes without the changeTracking format and get silent no-op,"User sends request with formats: ['markdown'] and changeTrackingOptions: {modes: ['git-diff']}. The old API would return a validation error 'The changeTracking@diff-git format requires the changeTracking format to be specified as well'. The new API silently succeeds with no diff, because deriveDiff gates on formats.includes('changeTracking') and the entire block is skipped. User wastes time debugging why diff isn't produced.",unmatched_to_codeql,0,,,
case-bdc46ccfb585e0813fba,mf-596581936e7c507bf3ee,apps/api/src/scraper/scrapeURL/transformers/diff.ts,9,"extractDataWithSchema uses a hardcoded systemPrompt, silently discarding user's changeTrackingOptions.systemPrompt and changeTrackingOptions.prompt when the dual-extraction code path is taken","User sets changeTrackingOptions: {modes: ['json'], schema: {...}, systemPrompt: 'Extract prices in EUR only', prompt: 'Ignore items below $5'}. Both LLM extractions succeed for previous and current versions. extractDataWithSchema ignores both custom prompts and uses hardcoded 'Extract the requested information from the content based on the provided schema.' The user's intent (EUR only, ignore cheap items) is silently lost.",unmatched_to_codeql,0,,,
case-bdc46ccfb585e0813fba,mf-e00f626b4add2cdf554b,apps/js-sdk/firecrawl/src/index.ts,106,"CrawlScrapeOptions.formats union removed changeTracking@diff-git but no replacement via changeTrackingOptions was added to ScrapeParams, making the old format-based API surface non-functional","Existing SDK user passing formats: ['markdown', 'changeTracking', 'changeTracking@diff-git'] now gets a TypeScript error since the format value was removed and the replacement mechanism (changeTrackingOptions) was not added to the SDK types. There is no type-safe migration path for existing SDK consumers.",unmatched_to_codeql,0,,,
case-be4814e7e2c136ec014f,mf-5a95ebef3151533efd1a,modules/intentIqAnalyticsAdapter.js,319,"Report payload appended to URL without encodeURIComponent, corrupting base64 data containing '+' characters that servers decode as spaces","When a bidWon event fires, the constructFullUrl function builds a URL with &payload=[""<base64-encoded-report>""] where the base64 string contains '+' characters (common). Servers URL-decode '+' as space, corrupting the base64 payload. The old code correctly used encodeURIComponent(JSON.stringify(report)). Any report whose base64-encoded payload includes '+' will be garbled on the server side.",unmatched_to_codeql,0,,,
case-be4814e7e2c136ec014f,mf-76b05e8f3cb26d92235f,libraries/intentIqConstants/intentIqConstants.js,12,"VERSION constant downgraded from 0.29 to 0.28, which is sent as &jsver= in all IntentIQ API requests, likely a merge regression","Both the analytics adapter and ID system send &jsver=0.28 (down from 0.29) to IntentIQ servers. If the server uses this version to gate feature availability or compatibility checks, features that were enabled at version 0.29 may be incorrectly disabled. The surrounding changes removed PREBID, HOURS_24, and META_DATA_CONSTANT constants and replaced them with inline values — the VERSION constant appears to have been accidentally reset rather than incremented.",unmatched_to_codeql,0,,,
case-be4814e7e2c136ec014f,mf-887ed8fd660dc33a68ab,modules/intentIqIdSystem.js,270,Removal of siloEnabled feature causes first-party data loss for users who stored identity data under partner-specific storage keys,"A publisher who previously configured intentIqId with siloEnabled: true had first-party data stored under the key '_iiq_fdata_p_<partner>'. The new code reads exclusively from '_iiq_fdata' (the bare FIRST_PARTY_KEY). On upgrade, the old siloed data is invisible — a new pcid is generated and the user's existing server-side identity mapping is lost, resulting in reduced match rates and lost revenue until the server re-maps the new pcid.",unmatched_to_codeql,0,,,
case-be4814e7e2c136ec014f,mf-2a433dd97a431ddbd703,modules/intentIqIdSystem.js,271,"isGroupB captured as const before server response can change firstPartyData.group; when timeout fires callback first, subsequent server-side group changes are silently dropped","The getId method captures isGroupB at line 271 as a const from the initially loaded firstPartyData. If the 500ms timeout fires firePartnerCallback before the server responds, callbackFired becomes true. When the server response later sets firstPartyData.group to WITHOUT_IIQ (e.g., terminationCause 41), defineEmptyDataAndFireCallback attempts to re-notify via firePartnerCallback but the guard callbackFired === true prevents it. The old code had a separate groupChanged callback channel that could fire independently; its removal means the host page never learns the final A/B group assignment.",unmatched_to_codeql,0,,,
case-be4814e7e2c136ec014f,mf-1d7317540d2145d19b35,modules/intentIqIdSystem.js,361,Removal of fallback shouldCallServer check (no saved partner data triggers server call) can leave users stuck with empty eids until cttl expires,"A returning user has valid firstPartyData with non-zero cttl and matching CMP strings, but partnerData storage was evicted (e.g., partial localStorage cleanup). The old code detected !savedData && !firstPartyData.isOptedOut and forced shouldCallServer = true to re-fetch identity. The new code skips this check — shouldCallServer stays false, the no-server-call path fires the callback with empty eids, and the user gets no identity resolution until cttl expires. The 24-hour HOURS_24 safety net is also removed.",unmatched_to_codeql,0,,,
case-bf504bf40300ad6e13d5,mf-df92e079267ba44a31f0,airbyte-integrations/connectors/source-railz/manifest.yaml,1029,Wrong stream_interval key: 'start_date' should be 'start_time'; accessing a non-existent key will break the record filter,"The CDK's DatetimeBasedCursor provides stream_interval with keys 'start_time' and 'end_time' (confirmed by the schema documentation example at declarative_component_schema.py:772 and every other connector in this repo using stream_interval in record filters, e.g., source-xero, source-sentry, source-zendesk-support). Accessing stream_interval['start_date'] returns Undefined/None, causing the Jinja2 comparison to silently pass all records (if Undefined is treated as less-than-everything) or raise an UndefinedError at runtime, breaking every incremental stream in the connector.",unmatched_to_codeql,0,,,
case-bf504bf40300ad6e13d5,mf-bef1ddadeca1c2d6c267,airbyte-integrations/connectors/source-railz/manifest.yaml,1029,Removal of per-service stream_state cursor dedup causes duplicate records on interrupted/resumed incremental syncs,"The old record filter tracked stream_state at business.service granularity: `stream_state.get(businessName, {}).get(serviceName)`. This allowed skipping already-synced records for individual services within a SubstreamPartitionRouter context where many services share the same stream but have records at different cursor positions. With the new filter's removal of this tracking, if a sync is interrupted mid-interval and resumed, the DatetimeBasedCursor replays the full interval window and the record filter no longer excludes previously synced records for individual services, emitting duplicate records to the destination.",unmatched_to_codeql,0,,,
case-bf504bf40300ad6e13d5,mf-8c0a97fcd0754f6483b7,airbyte-integrations/connectors/source-railz/components.py,66,"lifetime.seconds returns seconds-component only (0-86399), not total seconds; should use total_seconds() (pre-existing, now exercised by corrected test)","In check_token(), the comparison `now - self._timestamp >= lifetime.seconds` uses `lifetime.seconds`. For datetime.timedelta objects, `.seconds` excludes any day component. For isodate Duration objects parsed from non-second ISO 8601 strings (e.g., 'PT1H' which stores hours=1 internally), `.seconds` may return 0 depending on the isodate version, making the token refresh logic think the token never expires (never refreshing) or always expires (refreshing on every call). While this is pre-existing in unchanged code, the test diff fixes the broken mock patching (old test patched `requests.get` instead of `requests.Session.get`), meaning this code path is now actually exercised by tests.",unmatched_to_codeql,0,,,
case-c1c67da67371cc6f4e74,mf-5418f62a8e47ef4ed808,sqlmesh/lsp/description.py,28,"f-string stringifies None as literal 'None' text when model.description is None but columns exist, producing broken markdown descriptions","A model defined with columns but no explicit description (e.g., latest_order.sql with SELECT id, customer_id, start_ts, end_ts, event_date but no MODEL description field) gets markdown starting with 'None' -- callers in completions.py:63 and reference.py:256 both feed this into LSP documentation, showing 'None' as the model description in autocomplete popups and hover tooltips.",unmatched_to_codeql,0,,,
case-c1c67da67371cc6f4e74,mf-264574f2284c7d223bf1,sqlmesh/lsp/completions.py,64,"Bare `except Exception` silently swallows all exceptions from generate_markdown_description, hiding programming errors as well as transient failures","A coding error in generate_markdown_description (e.g., wrong attribute access after a refactor) raises AttributeError; it is silently caught and replaced with getattr(model, 'description', None), masking the bug indefinitely while producing degraded (or None) descriptions for all models.",unmatched_to_codeql,0,,,
case-c1c67da67371cc6f4e74,mf-4d26b8364d53ae6cf2a6,sqlmesh/lsp/completions.py,58,"New get_models iterates context.context.models (all models) instead of context.map (only file-backed models), causing models without file paths to appear in completions",A purely programmatic or in-memory model with _path=None (excluded from context.map by LSPContext.__init__) now appears as an autocomplete candidate; selecting it inserts a model name that has no source file to navigate to and may not be user-facing.,unmatched_to_codeql,0,,,
case-c1f71d6f3f82b8cb893c,mf-9b34ea1c95eb06159684,sqlmesh/lsp/completions.py,73,"Broad except Exception: pass silently drops ALL context macros if any single value in _macros lacks .func (Executable has no .func, and the type is ExecutableOrMacro)","If any entry in context.context._macros is an Executable (which lacks .func), getattr(m.func, '__doc__', None) raises AttributeError on m.func evaluation -- not on the getattr itself, so the default=None never comes into play. The except Exception: pass then discards every remaining context macro, not just the failing one. Type annotation explicitly allows ExecutableOrMacro values.",unmatched_to_codeql,0,,,
case-c1f71d6f3f82b8cb893c,mf-a55f18e96800aefe9ec3,examples/sushi/macros/utils.py,15,"multiply docstring renders with an unmatched opening double-quote because the closing "" of ""column > 0"" is consumed by the """""" delimiter","The docstring literal is """"""untyped column will be a sqlglot column and return a sqlglot exp ""column > 0"""""". Python's tokenizer treats the final three "" as the closing """""", so the docstring content becomes: 'untyped column will be a sqlglot column and return a sqlglot exp ""column > 0' -- with a stray unmatched "" that was meant to be the opening quote of ""column > 0"". Cosmetic documentation defect; no runtime crash.",unmatched_to_codeql,0,,,
case-c4848de88db37b12c136,mf-e31c0f771720a0bbfc75,tests/anthropic/test_anthropic_autolog.py,221,"Image file path changed from file-relative (Path(__file__).parent.parent) to cwd-relative string 'tests/resources/images/test.png', breaking test when pytest is not invoked from repo root",Run `cd tests/anthropic && pytest test_anthropic_autolog.py::test_messages_autolog_multi_modal` — open() looks for tests/anthropic/tests/resources/images/test.png (does not exist) instead of the repo-root-relative path. FileNotFoundError.,unmatched_to_codeql,0,,,
case-c4848de88db37b12c136,mf-9a205bc4af9cf209e505,tests/bedrock/test_bedrock_autolog.py,635,"Image file path changed from file-relative (Path(__file__).parent.parent) to cwd-relative string 'tests/resources/images/test.png', breaking test when pytest is not invoked from repo root",Run `cd tests/bedrock && pytest test_bedrock_autolog.py -k 'test_converse_multi_modal'` — open() looks for tests/bedrock/tests/resources/images/test.png (does not exist). FileNotFoundError.,unmatched_to_codeql,0,,,
case-c4848de88db37b12c136,mf-c7ed00226aebee386cea,tests/pydantic_ai/test_pydanticai_fluent_tracing.py,36,"reset_mlflow_autolog_and_traces fixture uses get_traces().clear() which only clears a local list, not the backend trace store — dead code masquerading as cleanup (former conftest called purge_traces() which actually deleted traces)","While the root tracking_uri_mock fixture provides per-test database isolation today, get_traces().clear() is a no-op on the backend. If the isolation mechanism is ever changed or removed, traces will leak between tests, causing len(get_traces()) == 1 assertions to fail when stale traces from prior tests accumulate.",unmatched_to_codeql,0,,,
case-c4848de88db37b12c136,mf-186d9143625aa97f999f,tests/pydantic_ai/test_pydanticai_tracing.py,35,Same get_traces().clear() dead code in reset_mlflow_autolog_and_traces fixture — does not purge traces from the backend,Same latent trace-leakage risk as the fluent test file above. The deleted conftest.py correctly imported and called purge_traces().,unmatched_to_codeql,0,,,
case-c4848de88db37b12c136,mf-2dab483d5800b65289a3,tests/pydantic_ai/test_pydanticai_mcp_tracing.py,34,Same get_traces().clear() dead code in reset_mlflow_autolog_and_traces fixture — does not purge traces from the backend,Same latent trace-leakage risk. All three pydantic_ai test files share this defective cleanup pattern.,unmatched_to_codeql,0,,,
case-c4848de88db37b12c136,mf-4b2f41fdb1b9ac571330,tests/tracing/helper.py,221,"skip_when_testing_trace_sdk changed from pytest.mark.skipif (collection-time skip, fixtures do not run) to runtime pytest.skip() in a wrapper (fixtures execute before skip), causing autouse fixture side-effects to fire unnecessarily for skipped tests","When IS_TRACING_SDK_ONLY is True, any test decorated with @skip_when_testing_trace_sdk will now run its autouse fixtures (e.g. tracking_uri_mock creating temp databases, reset_autolog_state mutating globals) before the skip fires — wasting CI time and risking fixture side-effects that the old skipif mark avoided by skipping at collection time.",unmatched_to_codeql,0,,,
case-cdcb44d35c9fd57cf181,mf-bb952e0db1edf51f3ce8,next/src/components/tools/MetadataEditorTool.js,34,"Binary EXIF tag values (ArrayBuffer, TypedArray, thumbnail) are stringified to ""{}"" by JSON.stringify, permanently corrupting the tag data on save","User uploads a JPEG with MakerNote or thumbnail EXIF tags, edits any visible field, clicks Save — the binary tags become `{}` in the saved file, and the original binary data is permanently lost",unmatched_to_codeql,0,,,
case-cdcb44d35c9fd57cf181,mf-c9f3b1945a2b60103307,next/src/components/tools/MetadataEditorTool.js,17,"f.type.startsWith('image/') accepts PNG/GIF/WebP but piexif.load() and piexif.insert() only work with JPEG, silently corrupting non-JPEG images","User uploads a PNG with EXIF metadata, edits a field, clicks Save Image — piexif.insert() embeds JPEG EXIF bytes into the PNG data URL, producing a corrupted file that can no longer be opened as a valid image",unmatched_to_codeql,0,,,
case-cdcb44d35c9fd57cf181,mf-d3a41440f14741d96eb2,next/src/components/tools/HeicConvertTool.js,36,"zipStream.readable.pipeTo(fileStream) is not awaited, so stream errors (download denied, quota exceeded) become unhandled promise rejections with no user feedback","User converts multiple HEIC files to a zip, browser denies the StreamSaver download (permission popup dismissed) — pipeTo rejects silently, zipStream.close() still succeeds, progress completes, but no usable zip file is ever saved to disk",unmatched_to_codeql,0,,,
case-cdcb44d35c9fd57cf181,mf-ddd8b29fac46cac2ce0c,next/src/components/tools/HeicConvertTool.js,41,"writer.write(outputBuffer) returns a Promise but is not awaited before writer.close(), so close may fire before the write completes, truncating data","User converts a large HEIC photo, writer.write() begins transferring the converted JPEG blob, writer.close() fires synchronously before the write promise settles — the zip entry is truncated or empty, and the downloaded zip contains a corrupt or zero-byte file",unmatched_to_codeql,0,,,
case-cdcb44d35c9fd57cf181,mf-a43a628a606c18d0c92b,next/src/components/tools/DownloadTimeCalculator.js,24,"parseFloat(size) || 0 passes negative values through (e.g. -5 is truthy), producing a negative byte count that yields negative time strings like ""-1h""","User accidentally types ""-5"" into the file size input (e.g. clearing a number and the minus persists) — the calculator displays a nonsensical negative time estimate such as ""-1h"" instead of showing an error or clamping to zero",unmatched_to_codeql,0,,,
case-cdcb44d35c9fd57cf181,mf-491a3667c425d509e538,next/src/components/tools/UnzipFilesTool.js,10,"Module-scoped let zipFileReader and let zipReader are overwritten on each unzip() call without ever calling zipReader.close(), leaking the previous zip reader and its file handle","User opens zip A, then opens zip B — zip A's reader is overwritten without close() being called, the underlying BlobReader retains a reference to zip A's data in memory; repeated across many files, memory usage grows unboundedly until the tab crashes",unmatched_to_codeql,0,,,
case-cdcb44d35c9fd57cf181,mf-8b82d7d112cae7dfbe12,next/src/lib/utils.js,315,"readFileTillEnd never calls reject on error; if file.slice().arrayBuffer() throws (deleted file, permission change), the promise hangs forever with no error propagation","User starts zipping files via ZipFilesTool, one file is deleted or moved mid-read — readFileTillEnd's readSlice async function rejects unhandled, the outer Promise stays pending forever, the zip progress bar freezes, and the user sees an unresponsive tool with no error message",unmatched_to_codeql,0,,,
case-cdcb44d35c9fd57cf181,mf-cebbd1c922485b5f3f60,next/src/components/tools/UnzipFilesTool.js,39,"richFile.entry.getData(fileStream) can throw (corrupt zip entry, invalid offset) but the rejection from handleAction is unhandled, leaving the user with no error feedback","User clicks a file inside a partially-corrupt zip archive — getData throws because the compressed data is invalid, the promise from handleAction rejects without a .catch, the console shows an unhandled rejection, and the download never starts with no visible error to the user",unmatched_to_codeql,0,,,
case-d316f6c41322a9e21b99,mf-dbbc00174bc1de6c19a9,src/enrichmcp/app.py,105,"The built-in data model exploration tool receives a description prefix telling the agent to call it after itself, creating a circular/contradictory instruction.","An EnrichMCP app is created with title 'My API'. The explore_my_api_data_model tool's final description becomes: 'This is a retriever for the My API server. Use it after calling explore_my_api_data_model. IMPORTANT: Call this tool FIRST...' The LLM agent sees conflicting ordering instructions -- the prefix says to use this tool only after calling explore_my_api_data_model, while the body says to call this tool first. The agent may delay calling the data-model tool (looking for a nonexistent prerequisite), loop, or ignore the FIRST instruction, degrading the quality of subsequent tool interactions.",unmatched_to_codeql,0,,,
case-dd8a6cbe3c950793b3a1,mf-cef43247e30358f1d9d4,sqlmesh/lsp/completions.py,68,"Bare `except Exception: pass` silently swallows all errors in `get_macros()`, including AttributeError when `context.context._macros` does not exist (version mismatch, corrupted state, unexpected Context subclass)","If `_macros` is missing from the inner context (e.g., a Context subclass that shadows the attribute, or a refactoring that renames it), the function silently returns only built-in macros with no log entry, making the root cause undetectable without a debugger.",unmatched_to_codeql,0,,,
case-dd8a6cbe3c950793b3a1,mf-aaa0f9db8044d3e0a727,sqlmesh/lsp/main.py,602,"`triggered_by_at` check depends on client behavior for subsequent completion requests; some LSP clients clear `triggerCharacter` on re-filter requests, causing `insert_text` to change from `macro_name` to `@macro_name` mid-typing, which produces `@@macro_name` on insertion","User types `@` (triggers completion, triggered_by_at=True), then types `ea` to filter (VS Code sends a new request with triggerCharacter=undefined, triggered_by_at=False), then selects `@each` -- the insert_text sent is `@each` but the `@` is already on the line, producing `@@each`.",unmatched_to_codeql,0,,,
case-dd8a6cbe3c950793b3a1,mf-000c4a27071a30d5da59,sqlmesh/lsp/completions.py,63,"`get_macros()` accepts but never uses the `file_uri` parameter, giving a misleading API alongside `get_models()` and `get_keywords()` which both use `file_uri` to scope results","No crash, but a future caller passing a `file_uri` expecting file-scoped macro filtering (matching the behavior of get_models and get_keywords) silently gets all macros regardless of file, leading to incorrect completions.",unmatched_to_codeql,0,,,
case-dd8a6cbe3c950793b3a1,mf-5d615f5d6ec319a1bce0,sqlmesh/lsp/context.py,179,"`@staticmethod` decorator combined with a parameter named `self` is misleading -- `self` has no special semantics for staticmethods and callers must explicitly pass the context; this design invites future bugs if a maintainer calls it as `instance.get_completions(uri, content)` expecting normal method binding","A maintainer adds a call `lsp_context_instance.get_completions(uri, content)` -- the URI is bound to the `self` parameter and content to `uri`, producing the wrong `AllModelsResponse` with no type-error warning since all parameters accept Optional[LSPContext] and Optional[URI].",unmatched_to_codeql,0,,,
case-dd8a6cbe3c950793b3a1,mf-38cf6c485080f4647746,vscode/extension/tests/completions.spec.ts,59,Comment says 'Skip the macro completions test as regular checks because they are flaky' but neither `test.describe.skip` nor `test.skip()` is applied -- the flaky tests will run and may cause CI failures,"CI runs `pnpm run test:e2e`, the macro completion tests execute, and due to their documented flakiness fail intermittently, blocking unrelated PRs from merging.",unmatched_to_codeql,0,,,
case-dd8a6cbe3c950793b3a1,mf-890a7ef771f7530aa907,tests/lsp/test_completions.py,95,Test assertion changed from `>` to `>=` weakens the guarantee that context-specific keywords are being added; the test now passes even if `get_keywords` returns only the base tokenizer keywords without any model-dialect augmentation,"A future change breaks dialect-specific keyword loading so `get_keywords()` returns only `TOKENIZER_KEYWORDS`; the `>=` assertion passes (equal), hiding the regression that models would lose dialect-aware completions.",unmatched_to_codeql,0,,,
case-de715ff30c32d51c5df9,mf-7479285c606be50e461c,sdk/evaluation/azure-ai-evaluation/azure/ai/evaluation/__init__.py,146,"__getattr__ does not cache lazy-imported classes in the module namespace, causing the full import to re-execute on every single attribute access","Any code that accesses azure.ai.evaluation.AIAgentConverter or SKAgentConverter more than once (e.g., in a loop, or from multiple call sites in the same process) re-runs __import__, getattr, and _patch_all.append on every access. The _patch_all list grows without bound on repeated access. Even with dependencies installed, every attribute lookup is a fresh import — classes are never cached in the module globals.",unmatched_to_codeql,0,,,
case-de715ff30c32d51c5df9,mf-5d9620da06d67955163e,sdk/evaluation/azure-ai-evaluation/azure/ai/evaluation/red_team/__init__.py,10,Changing from print+continue to raise ImportError in the except block silently alters import behavior — plain import of the red_team module now requires Pyrit installed,"Previously, import azure.ai.evaluation.red_team would succeed without Pyrit (printing an info message and loading the module without the red-team classes). Now the same import raises ImportError. Code that does import azure.ai.evaluation.red_team and then conditionally checks for available classes (hasattr pattern) will see an ImportError instead of a loaded module.",unmatched_to_codeql,0,,,
case-de715ff30c32d51c5df9,mf-222da9e5612d4010d870,sdk/evaluation/azure-ai-evaluation/tests/unittests/test_lazy_imports.py,35,Tests re-implement _create_lazy_import locally instead of importing the real module — the actual __init__.py lazy-import mechanism is never exercised,"The core bug (__getattr__ not caching) would never be caught by these tests because they test a local copy of the pattern, not the real module. A developer relying on these tests alone would ship the caching defect. The test_no_messages_during_module_import test only asserts that dict assignment does not print, which is vacuously true.",unmatched_to_codeql,0,,,
case-de715ff30c32d51c5df9,mf-d53cc2c549c0aea178a5,sdk/evaluation/azure-ai-evaluation/azure/ai/evaluation/__init__.py,76,_patch_all.append(class_name) inside lazy_import is dead code — __all__ is already fully computed at module load time before any __getattr__ call can fire,"At module load (line 143), __all__.extend runs against _patch_all which is still empty. When __getattr__ later triggers lazy_import and appends to _patch_all, nobody reads it. The append is harmless but misleading — it suggests the list is still live when it is not.",unmatched_to_codeql,0,,,
case-de715ff30c32d51c5df9,mf-dafb2406160a2de223e7,sdk/evaluation/azure-ai-evaluation/azure/ai/evaluation/__init__.py,78,"ImportError re-raise in lazy_import discards the original exception chain by omitting 'from e', losing root-cause context for debugging","If the underlying import fails for a non-obvious reason (e.g., a transitive dependency version conflict inside _ai_services.py), the original ImportError with its traceback is silently replaced by a generic message. The developer sees only 'Could not import AIAgentConverter. Please install azure-ai-projects' even though azure-ai-projects IS installed but has an internal conflict.",unmatched_to_codeql,0,,,
case-e05358259ffc4ca862c7,mf-ad1cd6a0e50d377ad617,src/gui/Src/Bridge/Bridge.cpp,543,"Thread-unsafe concurrent access to shared member mDisasm: converting from per-call stack-local QZydis to a shared member introduces data races when GUI_GET_DISASSEMBLY is called from multiple threads (debugger thread via dbg commands + GUI thread via repaint), corrupting ZydisTokenizer intermediate state and the Zydis decoder.","A dbg command handler (debugger thread) and a GUI repaint (GUI thread) both call GuiGetDisassembly concurrently. Both threads call mDisasm->DisassembleAt(), which calls mTokenizer.Tokenize() writing shared members mInst and mSuccess, then reads mTokenizer.Size() and mTokenizer.GetZydis(). One thread reads the other's token list, wrong instruction length, or corrupted decoder state. Additionally, configUpdatedSlot (main thread) can concurrently call UpdateArchitecture()->mZydis.Reset() while another thread is inside mZydis.DisassembleSafe(), corrupting the decoder and potentially crashing. The old per-call stack-local QZydis avoided all of this because each thread had its own isolated tokenizer and decoder.",unmatched_to_codeql,0,,,
case-e05358259ffc4ca862c7,mf-956eb14a4a5c48cb986b,src/gui/Src/Bridge/Bridge.cpp,219,"After 'delete mDisasm' in the destructor, the pointer is not set to nullptr; the !mDisasm guard in processMessage can be bypassed with a dangling pointer leading to use-after-free.","During Bridge destruction, setDbgStopped() marks the bridge as stopped. A thread already past the mDbgStopped check in processMessage reaches the !mDisasm guard. mDisasm was deleted but not nulled, so the dangling pointer passes the null check. The thread then calls mDisasm->DisassembleAt() on freed memory, causing a use-after-free crash. The old code had no such risk because the QZydis was stack-allocated per call, never separately freed.",unmatched_to_codeql,0,,,
case-e1149ac47af28879db97,mf-52a47e56c5686df377d4,src/dashboard/Data/Browser/DataBrowser.react.js,623,"setSelectedObjectId performs a redundant O(n) findIndex on the data array every time the selection changes, even though the row index is already known at every call site (handleCellClick receives row, keyboard handlers compute newRow, context menu has row). This introduces a performance regression not present before the prefetch changes.","User holds the down-arrow key to rapidly navigate through the data browser. Every keypress triggers setSelectedObjectId, which scans the entire data array (potentially thousands of rows after infinite-scroll loading) with findIndex, discarding the newRow value that was already computed just one line above in the keyboard handler. The redundant scan accumulates latency on each keystroke.",unmatched_to_codeql,0,,,
case-e1149ac47af28879db97,mf-b92f8546fa1be585dde1,src/dashboard/Data/Browser/DataBrowser.react.js,209,"componentDidUpdate clears selectedObjectId via direct setState without going through setSelectedObjectId, leaving selectionHistory with stale entries. The new state field is not synchronised with the existing lifecycle reset.","User selects several consecutive rows (history becomes [0,1,2]), then an action causes componentDidUpdate to reset selectedObjectId to undefined (line 210). selectionHistory remains [0,1,2]. The user then clicks a single row at index 5; setSelectedObjectId pushes 5, history becomes [0,1,2,5] then shifts to [1,2,5]. handlePrefetch sees last three entries [1,2,5] which are not consecutive, so no prefetch fires even though the two stale entries prevent correct history tracking for up to 3 additional selections. The stale history also wastes memory until overwritten.",unmatched_to_codeql,0,,,
case-e1149ac47af28879db97,mf-bcf17348de6f5defc6c1,src/dashboard/Data/Browser/DataBrowser.react.js,828,"handleCellClick shift+range path sets selectedObjectId to undefined via direct setState (line 828), bypassing setSelectedObjectId. The selectionHistory is not updated to reflect the cleared selection.","User shift-clicks to select a range of cells (size > 1), which clears selectedObjectId at line 828 without touching selectionHistory. The history retains entries from before the range selection, contaminating future prefetch decisions until 3 more non-range selections overwrite the stale entries.",unmatched_to_codeql,0,,,
