case_id,case_control,target_family,group,repo_name,pr_number,language,task_type,model_finding_id,file,line,match_status,candidate_reference_n,matched_reference_family,matched_rule_id,same_case_reference_n,same_file_reference_n,codeql_relation,matched_reference_ids,relation_confidence,relation_rationale,adjudicator_type,automatic_recovered,automatic_semantic_agreement
case-70e2ad7555f8d7f01060,control,quality,human,prebid/Prebid.js,12972,JavaScript,feat,mf-32f1da67ee4840c13231,modules/condorxBidAdapter.js,10,unmatched_to_codeql,0,,,0,0,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,deterministic_rule,0,1
case-72f34ef0f483fa5dc4a2,control,quality,human,microsoft/typespec,7766,Java,feat,mf-c439c42426d53acd5554,packages/http-client-csharp/generator/Microsoft.TypeSpec.Generator/src/Providers/ConstructorProvider.cs,51,unmatched_to_codeql,0,,,0,0,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,deterministic_rule,0,1
case-72f34ef0f483fa5dc4a2,control,quality,human,microsoft/typespec,7766,Java,feat,mf-7c951dfb9a9153ce38e2,packages/http-client-csharp/generator/Microsoft.TypeSpec.Generator/src/Providers/MethodProvider.cs,52,unmatched_to_codeql,0,,,0,0,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,deterministic_rule,0,1
case-72f34ef0f483fa5dc4a2,control,quality,human,microsoft/typespec,7766,Java,feat,mf-50b8ede407331b77e188,packages/http-client-csharp/generator/Microsoft.TypeSpec.Generator/src/Providers/FieldProvider.cs,69,unmatched_to_codeql,0,,,0,0,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,deterministic_rule,0,1
case-72f34ef0f483fa5dc4a2,control,quality,human,microsoft/typespec,7766,Java,feat,mf-16005ca736b240fbe252,packages/http-client-csharp/generator/Microsoft.TypeSpec.Generator/src/Providers/PropertyProvider.cs,127,unmatched_to_codeql,0,,,0,0,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,deterministic_rule,0,1
case-72f34ef0f483fa5dc4a2,control,quality,human,microsoft/typespec,7766,Java,feat,mf-ec283b5d77dffd93c54a,packages/http-client-csharp/generator/Microsoft.TypeSpec.Generator/src/Providers/ParameterProvider.cs,100,unmatched_to_codeql,0,,,0,0,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,deterministic_rule,0,1
case-72f34ef0f483fa5dc4a2,control,quality,human,microsoft/typespec,7766,Java,feat,mf-cc4dca0b8ea26c398f28,packages/http-client-csharp/generator/Microsoft.TypeSpec.Generator/src/Providers/TypeProvider.cs,465,unmatched_to_codeql,0,,,0,0,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,deterministic_rule,0,1
case-72f34ef0f483fa5dc4a2,control,quality,human,microsoft/typespec,7766,Java,feat,mf-17fad82d710bc4efa01e,packages/http-client-csharp/generator/Microsoft.TypeSpec.Generator/src/Writers/CodeWriter.cs,8,unmatched_to_codeql,0,,,0,0,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,deterministic_rule,0,1
case-751c059c3e55e626a5f2,control,quality,human,Kiln-AI/Kiln,384,Python,refactor,mf-d96719c757251a7ecd5f,libs/core/kiln_ai/adapters/extractors/gemini_extractor.py,27,unmatched_to_codeql,0,,,0,0,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,deterministic_rule,0,1
case-79b3ba24aed8629cb6fa,control,quality,human,anyproto/anytype-ts,1334,TypeScript,feat,mf-5fa1960d986713ec374c,src/ts/component/block/chat.tsx,628,unmatched_to_codeql,0,,,0,0,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,deterministic_rule,0,1
case-79b3ba24aed8629cb6fa,control,quality,human,anyproto/anytype-ts,1334,TypeScript,feat,mf-2c66c4ec3f2df79a72f3,src/ts/component/block/chat.tsx,25,unmatched_to_codeql,0,,,0,0,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,deterministic_rule,0,1
case-7c6f0f53534b13a179ae,control,quality,human,crewAIInc/crewAI,2408,Python,fix,mf-714bd37ffe785124c98a,src/crewai/utilities/prompts.py,57,unmatched_to_codeql,0,,,0,0,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,deterministic_rule,0,1
case-7c6f0f53534b13a179ae,control,quality,human,crewAIInc/crewAI,2408,Python,fix,mf-b750025d2fac450689b2,docs/concepts/agents.mdx,258,unmatched_to_codeql,0,,,0,0,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,deterministic_rule,0,1
case-7c6f0f53534b13a179ae,control,quality,human,crewAIInc/crewAI,2408,Python,fix,mf-9e0e62df63edd9cfd88a,tests/agent_test.py,92,unmatched_to_codeql,0,,,0,0,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,deterministic_rule,0,1
case-7c6f0f53534b13a179ae,control,quality,human,crewAIInc/crewAI,2408,Python,fix,mf-59ce0afe97961d3a4068,tests/agent_test.py,76,unmatched_to_codeql,0,,,0,0,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,deterministic_rule,0,1
case-7f788149a3a2219a99e4,control,quality,human,crewAIInc/crewAI,2969,Python,feat,mf-047f0555a8096ee3850c,src/crewai/cli/tools/main.py,176,unmatched_to_codeql,0,,,0,0,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,deterministic_rule,0,1
case-7f788149a3a2219a99e4,control,quality,human,crewAIInc/crewAI,2969,Python,feat,mf-edf4e2d85652ce3c7ce8,src/crewai/cli/tools/main.py,176,unmatched_to_codeql,0,,,0,0,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,deterministic_rule,0,1
case-7f788149a3a2219a99e4,control,quality,human,crewAIInc/crewAI,2969,Python,feat,mf-da0c1482946f8222b81e,src/crewai/cli/cli.py,357,unmatched_to_codeql,0,,,0,0,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,deterministic_rule,0,1
case-7f788149a3a2219a99e4,control,quality,human,crewAIInc/crewAI,2969,Python,feat,mf-d13126d766d82e7fc087,src/crewai/cli/organization/main.py,44,unmatched_to_codeql,0,,,0,0,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,deterministic_rule,0,1
case-7f788149a3a2219a99e4,control,quality,human,crewAIInc/crewAI,2969,Python,feat,mf-557da5a868a52daaaaea,src/crewai/cli/organization/main.py,28,unmatched_to_codeql,0,,,0,0,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,deterministic_rule,0,1
case-7f788149a3a2219a99e4,control,quality,human,crewAIInc/crewAI,2969,Python,feat,mf-bc8d61f4932729ecba13,src/crewai/cli/organization/main.py,46,unmatched_to_codeql,0,,,0,0,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,deterministic_rule,0,1
case-8021d18f5efd78f0cc50,control,quality,human,crewAIInc/crewAI,2169,Python,feat,mf-0dfd9a6e458799fad5d7,src/crewai/agents/crew_agent_executor.py,588,unmatched_to_codeql,0,,,0,0,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,deterministic_rule,0,1
case-8021d18f5efd78f0cc50,control,quality,human,crewAIInc/crewAI,2169,Python,feat,mf-4e51f253fde11e5e8ce2,tests/agent_test.py,979,unmatched_to_codeql,0,,,0,0,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,deterministic_rule,0,1
case-8021d18f5efd78f0cc50,control,quality,human,crewAIInc/crewAI,2169,Python,feat,mf-fae4644f083a4b1fea17,tests/agent_test.py,1016,unmatched_to_codeql,0,,,0,0,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,deterministic_rule,0,1
case-8154f4ee5fa099eb0976,control,quality,human,mlflow/mlflow,15902,Python,feat,mf-3693cdaece5fe373dddd,mlflow/ml-package-versions.yml,773,unmatched_to_codeql,0,,,0,0,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,deterministic_rule,0,1
case-8154f4ee5fa099eb0976,control,quality,human,mlflow/mlflow,15902,Python,feat,mf-99f44828efbef1c4e6e2,mlflow/genai/utils/trace_utils.py,126,unmatched_to_codeql,0,,,0,0,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,deterministic_rule,0,1
case-8154f4ee5fa099eb0976,control,quality,human,mlflow/mlflow,15902,Python,feat,mf-2fee843d3d44b5c4dfb2,mlflow/genai/utils/trace_utils.py,70,unmatched_to_codeql,0,,,0,0,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,deterministic_rule,0,1
case-8154f4ee5fa099eb0976,control,quality,human,mlflow/mlflow,15902,Python,feat,mf-1867cdedb411fb599fe7,mlflow/tracing/utils/__init__.py,335,unmatched_to_codeql,0,,,0,0,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,deterministic_rule,0,1
case-8154f4ee5fa099eb0976,control,quality,human,mlflow/mlflow,15902,Python,feat,mf-2d99c729ecf9349af376,mlflow/genai/utils/trace_utils.py,79,unmatched_to_codeql,0,,,0,0,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,deterministic_rule,0,1
case-880de7042f7b15901f54,control,quality,human,janbjorge/pgqueuer,286,Python,refactor,mf-f5abbaaf9c239399540f,tools/benchmark.py,179,unmatched_to_codeql,0,,,0,0,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,deterministic_rule,0,1
case-989968fe00597e97988b,control,quality,human,mlflow/mlflow,15859,Python,fix,mf-e3a269399aae152c6c78,mlflow/dspy/wrapper.py,123,unmatched_to_codeql,0,,,0,0,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,deterministic_rule,0,1
case-a08180d0d3a6396032fb,control,quality,human,Azure/azure-sdk-for-python,41218,Python,feat,mf-53ee4ff66f126a0f82f8,tools/azure-sdk-tools/packaging_tools/generate_utils.py,425,unmatched_to_codeql,0,,,0,0,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,deterministic_rule,0,1
case-a08180d0d3a6396032fb,control,quality,human,Azure/azure-sdk-for-python,41218,Python,feat,mf-2a5e168a33315c3147c0,tools/azure-sdk-tools/packaging_tools/generate_utils.py,422,unmatched_to_codeql,0,,,0,0,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,deterministic_rule,0,1
case-aa2cbfc9848aab44dd69,control,quality,human,getsentry/sentry,92762,Python,feat,mf-979adb3bc88cb24813f8,static/app/components/forms/controls/rangeSlider/index.tsx,199,unmatched_to_codeql,0,,,0,0,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,deterministic_rule,0,1
case-aa2cbfc9848aab44dd69,control,quality,human,getsentry/sentry,92762,Python,feat,mf-9fe37c47e67c9bc59027,static/app/views/insights/common/components/chartActionDropdown.tsx,62,unmatched_to_codeql,0,,,0,0,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,deterministic_rule,0,1
case-aa2cbfc9848aab44dd69,control,quality,human,getsentry/sentry,92762,Python,feat,mf-9783a670047614a010b7,static/app/components/performance/spanSearchQueryBuilder.tsx,220,unmatched_to_codeql,0,,,0,0,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,deterministic_rule,0,1
case-b3c04defeaeb2dfc8df4,control,quality,human,featureform/enrichmcp,27,Python,feat,mf-dd20cd1f14efba6d1745,mcpengine-proxy/mcpengine.go,144,unmatched_to_codeql,0,,,0,0,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,deterministic_rule,0,1
case-b3c04defeaeb2dfc8df4,control,quality,human,featureform/enrichmcp,27,Python,feat,mf-50066e83c0dafa52285c,mcpengine-proxy/mcpengine.go,155,unmatched_to_codeql,0,,,0,0,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,deterministic_rule,0,1
case-b3c04defeaeb2dfc8df4,control,quality,human,featureform/enrichmcp,27,Python,feat,mf-dad7752325c1e7dab892,mcpengine-proxy/mcpengine.go,153,unmatched_to_codeql,0,,,0,0,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,deterministic_rule,0,1
case-b3c04defeaeb2dfc8df4,control,quality,human,featureform/enrichmcp,27,Python,feat,mf-34f945b17f6ee3dd59dc,mcpengine-proxy/mcpengine.go,162,unmatched_to_codeql,0,,,0,0,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,deterministic_rule,0,1
case-b3c04defeaeb2dfc8df4,control,quality,human,featureform/enrichmcp,27,Python,feat,mf-3aa8cc7f6ecdb96f59e9,mcpengine-proxy/mcpengine.go,99,unmatched_to_codeql,0,,,0,0,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,deterministic_rule,0,1
case-b3c04defeaeb2dfc8df4,control,quality,human,featureform/enrichmcp,27,Python,feat,mf-fcfb1c991b7c65d85e88,mcpengine-proxy/testutil/reader.go,27,unmatched_to_codeql,0,,,0,0,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,deterministic_rule,0,1
case-b3c04defeaeb2dfc8df4,control,quality,human,featureform/enrichmcp,27,Python,feat,mf-1fb842378cf785ab1008,mcpengine-proxy/io_test.go,137,unmatched_to_codeql,0,,,0,0,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,deterministic_rule,0,1
case-c1987dda9a6823c29fea,control,quality,human,crewAIInc/crewAI,2905,Python,feat,mf-3031a0f84aa94686e61a,docs/docs.json,137,unmatched_to_codeql,0,,,0,0,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,deterministic_rule,0,1
case-c1987dda9a6823c29fea,control,quality,human,crewAIInc/crewAI,2905,Python,feat,mf-472ee5c1ab66a8861050,docs/tools/web-scraping/oxylabsscraperstool.mdx,89,unmatched_to_codeql,0,,,0,0,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,deterministic_rule,0,1
case-c1987dda9a6823c29fea,control,quality,human,crewAIInc/crewAI,2905,Python,feat,mf-6e0e928ef0cc7b376605,docs/tools/web-scraping/oxylabsscraperstool.mdx,7,unmatched_to_codeql,0,,,0,0,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,deterministic_rule,0,1
case-ce25e18c3e1b45613955,control,quality,human,crewAIInc/crewAI,2916,Python,feat,mf-d9c648ee6608e228fb30,src/crewai/utilities/events/utils/console_formatter.py,441,unmatched_to_codeql,0,,,0,0,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,deterministic_rule,0,1
case-ce25e18c3e1b45613955,control,quality,human,crewAIInc/crewAI,2916,Python,feat,mf-e525111881b5ae918370,src/crewai/utilities/events/utils/console_formatter.py,437,unmatched_to_codeql,0,,,0,0,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,deterministic_rule,0,1
case-ce25e18c3e1b45613955,control,quality,human,crewAIInc/crewAI,2916,Python,feat,mf-540aa795c2653e49a0e4,src/crewai/utilities/events/utils/console_formatter.py,20,unmatched_to_codeql,0,,,0,0,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,deterministic_rule,0,1
case-d76dbaa9ee6c731f26bb,control,quality,human,wolfSSL/wolfssl,8854,C,feat,mf-543ff6484a2d14f63d72,wolfcrypt/src/port/Renesas/renesas_tsip_aes.c,661,unmatched_to_codeql,0,,,0,0,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,deterministic_rule,0,1
case-d76dbaa9ee6c731f26bb,control,quality,human,wolfSSL/wolfssl,8854,C,feat,mf-43c7163cc72254ee2b7f,wolfcrypt/test/test.c,59627,unmatched_to_codeql,0,,,0,0,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,deterministic_rule,0,1
case-d76dbaa9ee6c731f26bb,control,quality,human,wolfSSL/wolfssl,8854,C,feat,mf-5f39035f346390477442,wolfssl/wolfcrypt/settings.h,3625,unmatched_to_codeql,0,,,0,0,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,deterministic_rule,0,1
case-d76dbaa9ee6c731f26bb,control,quality,human,wolfSSL/wolfssl,8854,C,feat,mf-f244cea2d4587d0d3fe6,IDE/Renesas/e2studio/RX72N/EnvisionKit/wolfssl_demo/wolfssl_tsip_unit_test.c,481,unmatched_to_codeql,0,,,0,0,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,deterministic_rule,0,1
case-d76dbaa9ee6c731f26bb,control,quality,human,wolfSSL/wolfssl,8854,C,feat,mf-aa8cbc424c4d15ed78c2,wolfcrypt/test/test.c,59477,unmatched_to_codeql,0,,,0,0,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,deterministic_rule,0,1
case-db4252297ba545d8268f,control,quality,human,wolfSSL/wolfssl,8760,C,refactor,mf-e417c73f1719a286732b,wolfcrypt/benchmark/benchmark.c,3263,unmatched_to_codeql,0,,,0,0,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,deterministic_rule,0,1
case-db4252297ba545d8268f,control,quality,human,wolfSSL/wolfssl,8760,C,refactor,mf-77047f20d53adaa0819b,wolfcrypt/benchmark/benchmark.c,3552,unmatched_to_codeql,0,,,0,0,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,deterministic_rule,0,1
case-db4252297ba545d8268f,control,quality,human,wolfSSL/wolfssl,8760,C,refactor,mf-794f49ff0083598811f0,wolfcrypt/benchmark/benchmark.c,3851,unmatched_to_codeql,0,,,0,0,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,deterministic_rule,0,1
case-db4252297ba545d8268f,control,quality,human,wolfSSL/wolfssl,8760,C,refactor,mf-e247554b65c95bdfb024,wolfcrypt/benchmark/benchmark.c,3313,unmatched_to_codeql,0,,,0,0,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,deterministic_rule,0,1
case-db4252297ba545d8268f,control,quality,human,wolfSSL/wolfssl,8760,C,refactor,mf-9f3b897fa692ed0a84a9,wolfcrypt/benchmark/benchmark.c,3263,unmatched_to_codeql,0,,,0,0,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,deterministic_rule,0,1
case-e303faa725537be11450,control,quality,human,bespokelabsai/curator,459,Python,feat,mf-3793736c7cadef461cdb,src/bespokelabs/curator/request_processor/online/openai_online_request_processor.py,46,unmatched_to_codeql,0,,,2,0,no_match,,high,"Semantic packet review found no preserved CodeQL reference describing the same root defect. Similar files, categories, or nearby lines were not treated as recovery; available rules were py/clear-text-logging-sensitive-data.",LLM_assistant,0,1
case-e303faa725537be11450,control,quality,human,bespokelabsai/curator,459,Python,feat,mf-a0abe1e92eea2f55428e,examples/providers/inference_net_online.py,12,unmatched_to_codeql,0,,,2,0,no_match,,high,"Semantic packet review found no preserved CodeQL reference describing the same root defect. Similar files, categories, or nearby lines were not treated as recovery; available rules were py/clear-text-logging-sensitive-data.",LLM_assistant,0,1
case-e3f9933438baa76e6439,control,quality,human,Kanaries/graphic-walker,455,TypeScript,fix,mf-1f1dad226611f10464a4,packages/graphic-walker/src/components/painter/index.tsx,1027,unmatched_to_codeql,0,,,0,0,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,deterministic_rule,0,1
case-e3f9933438baa76e6439,control,quality,human,Kanaries/graphic-walker,455,TypeScript,fix,mf-cd78aa4fca48efda5c17,packages/graphic-walker/src/components/painter/index.tsx,997,unmatched_to_codeql,0,,,0,0,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,deterministic_rule,0,1
case-e3f9933438baa76e6439,control,quality,human,Kanaries/graphic-walker,455,TypeScript,fix,mf-a1c2e8c374a5d6ad1197,packages/graphic-walker/src/store/visualSpecStore.ts,304,unmatched_to_codeql,0,,,0,0,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,deterministic_rule,0,1
case-e3f9933438baa76e6439,control,quality,human,Kanaries/graphic-walker,455,TypeScript,fix,mf-f74e13ea7f8e8b7d67ad,packages/graphic-walker/src/store/visualSpecStore.ts,265,unmatched_to_codeql,0,,,0,0,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,deterministic_rule,0,1
case-e81abc2d4c6f476893c2,control,quality,human,prebid/Prebid.js,13391,JavaScript,fix,mf-4e84b843a3ff94801e30,modules/adotBidAdapter.js,151,unmatched_to_codeql,0,,,0,0,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,deterministic_rule,0,1
case-ee699d86c0aab7ef23c9,control,quality,human,box/box-ui-elements,3930,JavaScript,feat,mf-40bd3ba89b570119dacc,src/elements/content-explorer/ContentExplorer.tsx,475,unmatched_to_codeql,0,,,0,0,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,deterministic_rule,0,1
case-ee699d86c0aab7ef23c9,control,quality,human,box/box-ui-elements,3930,JavaScript,feat,mf-d1b12c83901c342a1229,src/elements/content-explorer/ContentExplorer.tsx,1358,unmatched_to_codeql,0,,,0,0,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,deterministic_rule,0,1
case-ee699d86c0aab7ef23c9,control,quality,human,box/box-ui-elements,3930,JavaScript,feat,mf-7f839306ff1135362eef,src/elements/content-explorer/ContentExplorer.tsx,1383,unmatched_to_codeql,0,,,0,0,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,deterministic_rule,0,1
case-ee699d86c0aab7ef23c9,control,quality,human,box/box-ui-elements,3930,JavaScript,feat,mf-24fc44b8a10d2861a5dc,src/elements/content-explorer/ContentExplorer.tsx,1387,unmatched_to_codeql,0,,,0,0,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,deterministic_rule,0,1
case-ee699d86c0aab7ef23c9,control,quality,human,box/box-ui-elements,3930,JavaScript,feat,mf-50022fd5ce84ec2d68a0,test/integration/content-explorer/ContentExplorer.e2e.cy.js,18,unmatched_to_codeql,0,,,0,0,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,deterministic_rule,0,1
case-ee699d86c0aab7ef23c9,control,quality,human,box/box-ui-elements,3930,JavaScript,feat,mf-b419ebc9b95ce034f2aa,src/elements/common/item-list/__tests__/ItemList.test.tsx,41,unmatched_to_codeql,0,,,0,0,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,deterministic_rule,0,1
case-ee699d86c0aab7ef23c9,control,quality,human,box/box-ui-elements,3930,JavaScript,feat,mf-96e5462db09b4de0e35d,src/elements/content-explorer/Content.tsx,35,unmatched_to_codeql,0,,,0,0,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,deterministic_rule,0,1
case-10fff4befc55cc64d234,positive,quality,human,Kiln-AI/Kiln,308,Python,feat,mf-dd7ed2d3c0fd8fd79070,libs/core/kiln_ai/adapters/model_adapters/litellm_adapter.py,86,unmatched_to_codeql,0,,,3,0,no_match,,high,Discarded usage from the first LLM call is unrelated to the preserved cyclic-import and unused-jsonschema alerts.,LLM_assistant,0,1
case-10fff4befc55cc64d234,positive,quality,human,Kiln-AI/Kiln,308,Python,feat,mf-d650f5c922f573d9d692,app/web_ui/src/routes/(app)/dataset/[project_id]/[task_id]/[run_id]/run/+page.svelte,65,unmatched_to_codeql,0,,,3,0,no_match,,high,The falsy-zero display bug is unrelated to the preserved cyclic-import and unused-jsonschema alerts.,LLM_assistant,0,1
case-10fff4befc55cc64d234,positive,quality,human,Kiln-AI/Kiln,308,Python,feat,mf-efdec81d5276eb99c448,libs/core/kiln_ai/adapters/model_adapters/litellm_adapter.py,403,unmatched_to_codeql,0,,,3,0,no_match,,high,Reliance on a private LiteLLM attribute is unrelated to the preserved cyclic-import and unused-jsonschema alerts.,LLM_assistant,0,1
