case_id,repo_name,pr_number,group,source_run,review_path,finding_count,run_requested_model,case_requested_model,sdk_reported_models,model
case-ff75976eee40d72f7511,openai/openai-agents-python,729,ai,C,reviews/case-ff75976eee40d72f7511/review_response.json,3,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-df4aa08de27bda8bfe40,jina-ai/node-DeepResearch,61,human,C,reviews/case-df4aa08de27bda8bfe40/review_response.json,5,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-37aad921cd746c69ff61,Kiln-AI/Kiln,358,ai,C,reviews/case-37aad921cd746c69ff61/review_response.json,5,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-acefa04717be9a7519dd,prebid/Prebid.js,12924,human,C,reviews/case-acefa04717be9a7519dd/review_response.json,3,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-3a0f70a817d7306d446f,NewFuture/DDNS,536,ai,C,reviews/case-3a0f70a817d7306d446f/review_response.json,4,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-9d5b1f099bc198089f82,AgentOps-AI/agentops,915,human,C,reviews/case-9d5b1f099bc198089f82/review_response.json,6,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-bc28a1aba4094e693c43,prebid/Prebid.js,13511,ai,C,reviews/case-bc28a1aba4094e693c43/review_response.json,6,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-8759efacbf1ad8eda644,onlook-dev/onlook,2231,human,C,reviews/case-8759efacbf1ad8eda644/review_response.json,13,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-890543742b2667251625,TobikoData/sqlmesh,5042,ai,remaining_retry_2/C,reviews/case-890543742b2667251625/review_response.json,7,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-a8f8a3338967bf8c953b,MaiM-with-u/MaiBot,401,human,C,reviews/case-a8f8a3338967bf8c953b/review_response.json,3,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-e644dabe399c62ffb568,voideditor/void,389,human,remaining_retry_2/C,reviews/case-e644dabe399c62ffb568/review_response.json,12,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-45ecc9b9b423e37da22e,spcl/dace,2077,ai,C,reviews/case-45ecc9b9b423e37da22e/review_response.json,5,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-00977e0ec8aff7fcb678,getsentry/sentry,95780,ai,C,reviews/case-00977e0ec8aff7fcb678/review_response.json,3,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-36ffe6b241bac7e92bef,mlflow/mlflow,16758,ai,C,reviews/case-36ffe6b241bac7e92bef/review_response.json,3,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-bb9f107e8c4492d808f0,marimo-team/marimo,3755,human,remaining_retry_2/C,reviews/case-bb9f107e8c4492d808f0/review_response.json,4,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-751c059c3e55e626a5f2,Kiln-AI/Kiln,384,human,remaining_retry_2/C,reviews/case-751c059c3e55e626a5f2/review_response.json,3,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-942f9d868ba8d76f17e5,microsoft/autogen,6697,ai,remaining_retry_2/C,reviews/case-942f9d868ba8d76f17e5/review_response.json,9,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-4095aca83f88f54e46ec,bytebot-ai/bytebot,7,human,remaining_retry_2/C,reviews/case-4095aca83f88f54e46ec/review_response.json,10,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-db4252297ba545d8268f,wolfSSL/wolfssl,8760,human,C,reviews/case-db4252297ba545d8268f/review_response.json,3,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-7752a6d9d5c913b909f9,different-ai/note-companion,394,human,C,reviews/case-7752a6d9d5c913b909f9/review_response.json,12,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-5c93ece3b9cd9e529584,3rdIteration/btcrecover,614,ai,C,reviews/case-5c93ece3b9cd9e529584/review_response.json,2,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-15a2421f1bcb68a912e0,microsoft/onnxruntime,24489,human,C,reviews/case-15a2421f1bcb68a912e0/review_response.json,6,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-2c3cde6b08772acb6fc2,opencv/opencv,26842,human,C,reviews/case-2c3cde6b08772acb6fc2/review_response.json,5,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-23301a5c36a69f5fffff,liam-hq/liam,1730,human,C,reviews/case-23301a5c36a69f5fffff/review_response.json,11,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-5bc4ea80f1c42b093e67,willccbb/verifiers,161,ai,C,reviews/case-5bc4ea80f1c42b093e67/review_response.json,7,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-1882b202ff282a7c3526,getsentry/sentry,88748,human,C,reviews/case-1882b202ff282a7c3526/review_response.json,3,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-baa524bc3570dded5648,OpenHFT/Chronicle-Wire,1060,ai,C,reviews/case-baa524bc3570dded5648/review_response.json,2,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-cac1c1d447083f202a85,bruin-data/ingestr,261,ai,C,reviews/case-cac1c1d447083f202a85/review_response.json,5,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-bae92b7c92bcec6a9534,OpenHFT/Chronicle-Wire,1063,human,C,reviews/case-bae92b7c92bcec6a9534/review_response.json,2,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-a08180d0d3a6396032fb,Azure/azure-sdk-for-python,41218,human,C,reviews/case-a08180d0d3a6396032fb/review_response.json,2,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-c4f7afe4573a5fc51cc1,stack-auth/stack-auth,454,human,C,reviews/case-c4f7afe4573a5fc51cc1/review_response.json,7,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-63f02cda0a1f10073dfa,langbot-app/LangBot,1582,ai,C,reviews/case-63f02cda0a1f10073dfa/review_response.json,3,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-0e7910d93b1d2321cee6,microsoft/vscode-pull-request-github,7466,ai,C,reviews/case-0e7910d93b1d2321cee6/review_response.json,3,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-c1987dda9a6823c29fea,crewAIInc/crewAI,2905,human,C,reviews/case-c1987dda9a6823c29fea/review_response.json,5,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-76a0ff6983e0ca3793b2,maplibre/maputnik,1262,ai,C,reviews/case-76a0ff6983e0ca3793b2/review_response.json,2,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-b33bef5e576af1887cd4,Significant-Gravitas/AutoGPT,10304,ai,C,reviews/case-b33bef5e576af1887cd4/review_response.json,3,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-2ad9b8e9de705077d61e,Veloera/Veloera,73,human,C,reviews/case-2ad9b8e9de705077d61e/review_response.json,4,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-97ffe4b940da60fc3723,PriorLabs/TabPFN,184,human,C,reviews/case-97ffe4b940da60fc3723/review_response.json,4,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-83c0f8f7a5df2722fc6c,prebid/Prebid.js,12666,human,C,reviews/case-83c0f8f7a5df2722fc6c/review_response.json,3,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
